step,train/clip_fraction
2048,0.0390625
3072,0.020263671875
4096,0.150146484375
5120,0.095947265625
6144,0.093505859375
7168,0.099609375
8192,0.141845703125
9216,0.02685546875
10240,0.02001953125
11264,0.08349609375
12288,0.0361328125
13312,0.139892578125
14336,0.194091796875
15360,0.089599609375
16384,0.247802734375
17408,0.003662109375
18432,0.202880859375
19456,0.097900390625
20480,0.0888671875
21504,0.060302734375
22528,0.02099609375
23552,0.061767578125
24576,0.067138671875
25600,0.02734375
26624,0.057373046875
27648,0.028564453125
28672,0.030517578125
29696,0.0849609375
30720,0.23779296875
31744,0.0458984375
32768,0.255615234375
33792,0.0810546875
34816,0.04638671875
35840,0.097900390625
36864,0.115234375
37888,0.164306640625
38912,0.108642578125
39936,0.038818359375
40960,0.088623046875
41984,0.17138671875
43008,0.14208984375
44032,0.080078125
45056,0.00537109375
46080,0.05029296875
47104,0.04248046875
48128,0.22216796875
49152,0.155517578125
50176,0.025146484375
51200,0.1240234375
52224,0.086669921875
53248,0.04345703125
54272,0.000244140625
55296,0.0654296875
56320,0.07958984375
57344,0.013671875
58368,0.019287109375
59392,0.050537109375
60416,0.002685546875
61440,0.144287109375
62464,0.011474609375
63488,0.030029296875
64512,0.00048828125
65536,0.01025390625
66560,0.007080078125
67584,0.10107421875
68608,0.0869140625
69632,0.027587890625
70656,0.223876953125
71680,0.024658203125
72704,0.0048828125
73728,0.079833984375
74752,0.06103515625
75776,0.0048828125
76800,0.01611328125
77824,0.036376953125
78848,0.066650390625
79872,0.108154296875
80896,0.083984375
81920,0.006103515625
82944,0.0185546875
83968,0.10986328125
84992,0.0458984375
86016,0.0830078125
87040,0.01416015625
88064,0.12890625
89088,0.0
90112,0.06201171875
91136,0.099609375
92160,0.0361328125
93184,0.075927734375
94208,0.23681640625
95232,0.08984375
96256,0.0703125
97280,0.039306640625
98304,0.1025390625
99328,0.032470703125
100352,0.053955078125
101376,0.076904296875
102400,0.115478515625
103424,0.02392578125
104448,0.1845703125
105472,0.06103515625
106496,0.012939453125
107520,0.079833984375
108544,0.15380859375
109568,0.102294921875
110592,0.06591796875
111616,0.095458984375
112640,0.08447265625
113664,0.0185546875
114688,0.05712890625
115712,0.09716796875
116736,0.06201171875
117760,0.114990234375
118784,0.04248046875
119808,0.12841796875
120832,0.096923828125
121856,0.090087890625
122880,0.19921875
123904,0.059326171875
124928,0.03515625
125952,0.049560546875
126976,0.02294921875
128000,0.052490234375
129024,0.18310546875
130048,0.06884765625
131072,0.0576171875
132096,0.017822265625
133120,0.12255859375
134144,0.132568359375
135168,0.109375
136192,0.0947265625
137216,0.091796875
138240,0.00634765625
139264,0.013916015625
140288,0.173828125
141312,0.10400390625
142336,0.015380859375
143360,0.14501953125
144384,0.0771484375
145408,0.09814453125
146432,0.062744140625
147456,0.0693359375
148480,0.160400390625
149504,0.117431640625
150528,0.01318359375
151552,0.085205078125
152576,0.100830078125
153600,0.174560546875
154624,0.0283203125
155648,0.01806640625
156672,0.071533203125
157696,0.062255859375
158720,0.1728515625
159744,0.016845703125
160768,0.05419921875
161792,0.006591796875
162816,0.012451171875
163840,0.011962890625
164864,0.027099609375
165888,0.1513671875
166912,0.0546875
167936,0.128173828125
168960,0.022216796875
169984,0.0361328125
171008,0.038818359375
172032,0.027099609375
173056,0.13720703125
174080,0.107666015625
175104,0.04833984375
176128,0.0146484375
177152,0.072998046875
178176,0.08935546875
179200,0.098388671875
180224,0.001220703125
181248,0.031494140625
182272,0.005615234375
183296,0.023681640625
184320,0.01953125
185344,0.032958984375
186368,0.120361328125
187392,0.110107421875
188416,0.08837890625
189440,0.22998046875
190464,0.0068359375
191488,0.01806640625
192512,0.052734375
193536,0.071044921875
194560,0.049072265625
195584,0.020751953125
196608,0.1181640625
197632,0.145263671875
198656,0.102783203125
199680,0.044921875
200000,0.036865234375
201728,0.02392578125
202752,0.083984375
203776,0.016845703125
204800,0.029296875
205824,0.048828125
206848,0.08544921875
207872,0.012939453125
208896,0.099365234375
209920,0.029541015625
210944,0.150634765625
211968,0.103759765625
212992,0.0263671875
214016,0.066650390625
215040,0.00830078125
216064,0.07763671875
217088,0.021484375
218112,0.06640625
219136,0.125244140625
220160,0.086181640625
221184,0.0048828125
222208,0.114501953125
223232,0.242431640625
224256,0.034423828125
225280,0.017333984375
226304,0.02392578125
227328,0.08251953125
228352,0.152587890625
229376,0.05517578125
230400,0.03125
231424,0.146728515625
232448,0.091064453125
233472,0.061279296875
234496,0.088134765625
235520,0.1259765625
236544,0.08642578125
237568,0.1875
238592,0.01953125
239616,0.02001953125
240640,0.1708984375
241664,0.0146484375
242688,0.008544921875
243712,0.15234375
244736,0.10791015625
245760,0.0244140625
246784,0.12744140625
247808,0.076904296875
248832,0.060791015625
249856,0.015625
250880,0.026611328125
251904,0.048583984375
252928,0.120849609375
253952,0.158447265625
254976,0.023681640625
256000,0.0224609375
257024,0.111083984375
258048,0.016357421875
259072,0.020751953125
260096,0.06689453125
261120,0.104736328125
262144,0.028076171875
263168,0.02734375
264192,0.062744140625
265216,0.22021484375
266240,0.0869140625
267264,0.07275390625
268288,0.020751953125
269312,0.109375
270336,0.14697265625
271360,0.15380859375
272384,0.077392578125
273408,0.045654296875
274432,0.0224609375
275456,0.139892578125
276480,0.24755859375
277504,0.15087890625
278528,0.00439453125
279552,0.10888671875
280576,0.021240234375
281600,0.135009765625
282624,0.041259765625
283648,0.0224609375
284672,0.100830078125
285696,0.020263671875
286720,0.014892578125
287744,0.052001953125
288768,0.01171875
289792,0.142333984375
290816,0.087890625
291840,0.06640625
292864,0.01123046875
293888,0.0107421875
294912,0.00830078125
295936,0.03759765625
296960,0.02587890625
297984,0.02587890625
299008,0.050537109375
300032,0.120849609375
301056,0.11376953125
302080,0.007080078125
303104,0.045654296875
304128,0.10107421875
305152,0.08056640625
306176,0.02587890625
307200,0.146484375
308224,0.092041015625
309248,0.052978515625
310272,0.018798828125
311296,0.05517578125
312320,0.256103515625
313344,0.02734375
314368,0.134033203125
315392,0.1083984375
316416,0.0205078125
317440,0.015625
318464,0.0390625
319488,0.0712890625
320512,0.02685546875
321536,0.04150390625
322560,0.0185546875
323584,0.0625
324608,0.02001953125
325632,0.02587890625
326656,0.134521484375
327680,0.0146484375
328704,0.012451171875
329728,0.12939453125
330752,0.021728515625
331776,0.016845703125
332800,0.0087890625
333824,0.088623046875
334848,0.057373046875
335872,0.032958984375
336896,0.0517578125
337920,0.015869140625
338944,0.269775390625
339968,0.0537109375
340992,0.134033203125
342016,0.013916015625
343040,0.01416015625
344064,0.108154296875
345088,0.06640625
346112,0.119384765625
347136,0.059326171875
348160,0.03955078125
349184,0.11669921875
350208,0.1162109375
351232,0.015869140625
352256,0.115478515625
353280,0.02734375
354304,0.11279296875
355328,0.09521484375
356352,0.069091796875
357376,0.020263671875
358400,0.03662109375
359424,0.10009765625
360448,0.159423828125
361472,0.015380859375
362496,0.12158203125
363520,0.09619140625
364544,0.096923828125
