step,rollout/episode_length
2048,852.125
3072,842.3333129882812
4096,860.25
5120,851.8095092773438
6144,856.7083129882812
7168,863.375
8192,860.3636474609375
9216,853.0499877929688
10240,852.3191528320312
11264,854.2857055664062
12288,855.4107055664062
13312,852.7288208007812
14336,855.640625
15360,854.9436645507812
16384,854.6266479492188
17408,856.2025146484375
18432,860.3214111328125
19456,859.9091186523438
20480,858.2210693359375
21504,858.4329833984375
22528,867.7899780273438
23552,866.3300170898438
24576,871.9500122070312
25600,870.8699951171875
26624,872.8599853515625
27648,873.1500244140625
28672,871.3300170898438
29696,875.9299926757812
30720,878.5800170898438
31744,881.0599975585938
32768,884.7000122070312
33792,883.3699951171875
34816,884.469970703125
35840,882.4199829101562
36864,886.3499755859375
37888,887.47998046875
38912,884.1500244140625
39936,884.6199951171875
40960,881.7000122070312
41984,883.22998046875
43008,883.8499755859375
44032,883.1500244140625
45056,888.0499877929688
46080,886.6900024414062
47104,885.7999877929688
48128,886.7899780273438
49152,886.3400268554688
50176,889.7000122070312
51200,890.2899780273438
52224,893.1500244140625
53248,892.7000122070312
54272,888.3400268554688
55296,887.1300048828125
56320,891.9500122070312
57344,892.6199951171875
58368,897.530029296875
59392,895.8200073242188
60416,901.1500244140625
61440,903.3400268554688
62464,910.3200073242188
63488,909.47998046875
64512,909.0
65536,906.6699829101562
66560,908.0999755859375
67584,908.1099853515625
68608,905.9400024414062
69632,907.8300170898438
70656,911.1199951171875
71680,907.9299926757812
72704,902.239990234375
73728,901.510009765625
74752,904.9600219726562
75776,908.4500122070312
76800,911.7899780273438
77824,909.2999877929688
78848,913.030029296875
79872,917.3400268554688
80896,913.2999877929688
81920,922.0599975585938
82944,919.7999877929688
83968,918.0900268554688
84992,917.77001953125
86016,922.8099975585938
87040,927.0999755859375
88064,928.5999755859375
89088,930.0800170898438
90112,933.5
91136,937.239990234375
92160,936.9600219726562
93184,935.2000122070312
94208,938.7000122070312
95232,941.8300170898438
96256,944.7899780273438
97280,944.1099853515625
98304,938.3099975585938
99328,939.97998046875
100352,944.510009765625
101376,949.0599975585938
102400,944.02001953125
103424,943.530029296875
104448,941.7899780273438
