step,time/fps
1024,1377.0
2048,1156.0
3072,1157.0
4096,1155.0
5120,1153.0
6144,1166.0
7168,1164.0
8192,1167.0
9216,1163.0
10240,1157.0
11264,1158.0
12288,1155.0
13312,1156.0
14336,1153.0
15360,1151.0
16384,1150.0
17408,1153.0
18432,1155.0
19456,1155.0
20480,1153.0
21504,1155.0
22528,1157.0
23552,1157.0
24576,1157.0
25600,1157.0
26624,1159.0
27648,1157.0
28672,1159.0
29696,1159.0
30720,1160.0
31744,1159.0
32768,1160.0
33792,1161.0
34816,1162.0
35840,1161.0
36864,1161.0
37888,1162.0
38912,1162.0
39936,1163.0
40960,1162.0
41984,1161.0
43008,1161.0
44032,1161.0
45056,1161.0
46080,1161.0
47104,1161.0
48128,1161.0
49152,1160.0
50176,1161.0
51200,1161.0
52224,1160.0
53248,1159.0
54272,1157.0
55296,1156.0
56320,1154.0
57344,1155.0
58368,1155.0
59392,1156.0
60416,1155.0
61440,1156.0
62464,1156.0
63488,1155.0
64512,1156.0
65536,1156.0
66560,1155.0
67584,1156.0
68608,1156.0
69632,1157.0
70656,1157.0
71680,1156.0
72704,1156.0
73728,1156.0
74752,1156.0
75776,1157.0
76800,1157.0
77824,1157.0
78848,1157.0
79872,1157.0
80896,1157.0
81920,1157.0
82944,1158.0
83968,1158.0
84992,1158.0
86016,1159.0
87040,1159.0
88064,1159.0
89088,1159.0
90112,1159.0
91136,1159.0
92160,1159.0
93184,1159.0
94208,1160.0
95232,1160.0
96256,1161.0
97280,1160.0
98304,1161.0
99328,1161.0
100352,1161.0
101376,1161.0
102400,1160.0
103424,1160.0
104448,1160.0
105472,1161.0
106496,1160.0
107520,1160.0
108544,1161.0
109568,1160.0
110592,1161.0
111616,1160.0
112640,1161.0
113664,1160.0
114688,1161.0
115712,1161.0
116736,1161.0
117760,1161.0
118784,1161.0
119808,1161.0
120832,1160.0
121856,1161.0
122880,1161.0
123904,1162.0
124928,1161.0
125952,1161.0
126976,1161.0
128000,1161.0
129024,1161.0
130048,1160.0
131072,1161.0
132096,1161.0
133120,1160.0
134144,1160.0
135168,1160.0
136192,1160.0
137216,1160.0
138240,1160.0
139264,1160.0
140288,1160.0
141312,1161.0
142336,1161.0
143360,1161.0
144384,1161.0
145408,1161.0
146432,1161.0
147456,1162.0
148480,1162.0
149504,1162.0
150528,1162.0
151552,1162.0
152576,1162.0
153600,1162.0
154624,1162.0
155648,1162.0
156672,1162.0
157696,1162.0
158720,1162.0
159744,1162.0
160768,1162.0
161792,1162.0
162816,1162.0
163840,1162.0
164864,1162.0
165888,1162.0
166912,1162.0
167936,1162.0
168960,1163.0
169984,1163.0
171008,1163.0
172032,1163.0
173056,1163.0
174080,1163.0
175104,1163.0
176128,1163.0
177152,1163.0
178176,1163.0
179200,1163.0
180224,1163.0
181248,1163.0
182272,1163.0
183296,1163.0
184320,1163.0
185344,1163.0
186368,1163.0
187392,1163.0
188416,1163.0
189440,1163.0
190464,1163.0
191488,1163.0
192512,1163.0
193536,1163.0
194560,1163.0
195584,1163.0
196608,1163.0
197632,1163.0
198656,1163.0
199680,1162.0
200704,1138.0
201728,1137.0
202752,1138.0
203776,1138.0
204800,1138.0
205824,1138.0
206848,1138.0
207872,1138.0
208896,1138.0
209920,1139.0
210944,1139.0
211968,1138.0
212992,1139.0
214016,1139.0
215040,1139.0
216064,1139.0
217088,1139.0
218112,1139.0
219136,1139.0
220160,1139.0
221184,1139.0
222208,1140.0
223232,1140.0
224256,1140.0
225280,1140.0
226304,1140.0
227328,1140.0
228352,1140.0
229376,1140.0
230400,1140.0
231424,1141.0
232448,1141.0
233472,1141.0
234496,1141.0
235520,1141.0
236544,1141.0
237568,1141.0
238592,1141.0
239616,1141.0
240640,1141.0
241664,1141.0
242688,1142.0
243712,1142.0
244736,1142.0
245760,1142.0
246784,1142.0
247808,1142.0
248832,1142.0
249856,1142.0
250880,1142.0
251904,1142.0
252928,1142.0
253952,1142.0
254976,1142.0
256000,1143.0
257024,1142.0
258048,1142.0
259072,1143.0
260096,1143.0
261120,1143.0
262144,1143.0
263168,1143.0
264192,1143.0
265216,1143.0
266240,1143.0
267264,1143.0
268288,1143.0
269312,1143.0
270336,1144.0
271360,1144.0
272384,1144.0
273408,1144.0
274432,1144.0
275456,1144.0
276480,1144.0
277504,1144.0
278528,1144.0
279552,1144.0
280576,1144.0
281600,1144.0
282624,1145.0
283648,1145.0
284672,1145.0
285696,1145.0
286720,1145.0
287744,1145.0
288768,1145.0
289792,1145.0
290816,1145.0
291840,1145.0
292864,1145.0
293888,1145.0
294912,1145.0
295936,1146.0
296960,1146.0
297984,1146.0
299008,1146.0
300032,1146.0
301056,1146.0
302080,1146.0
303104,1146.0
304128,1146.0
305152,1146.0
306176,1146.0
307200,1146.0
308224,1146.0
309248,1146.0
310272,1146.0
311296,1146.0
312320,1146.0
313344,1146.0
314368,1146.0
315392,1146.0
316416,1146.0
317440,1146.0
318464,1146.0
319488,1146.0
320512,1146.0
321536,1146.0
322560,1146.0
323584,1146.0
324608,1146.0
325632,1147.0
326656,1146.0
327680,1147.0
328704,1147.0
329728,1147.0
330752,1147.0
331776,1147.0
332800,1147.0
333824,1147.0
334848,1147.0
335872,1147.0
336896,1147.0
337920,1147.0
338944,1147.0
339968,1147.0
340992,1147.0
342016,1147.0
343040,1147.0
344064,1147.0
345088,1147.0
346112,1148.0
347136,1148.0
348160,1148.0
349184,1148.0
350208,1148.0
