step,train/explained_variance
2048,-0.014323115348815918
3072,0.11825257539749146
4096,0.11422938108444214
5120,0.13480383157730103
6144,0.15632998943328857
7168,0.20886290073394775
8192,0.19753092527389526
9216,0.0920833945274353
10240,0.24645793437957764
11264,0.24613261222839355
12288,0.2636881470680237
13312,0.22356730699539185
14336,0.234815776348114
15360,0.20642846822738647
16384,0.22325515747070312
17408,0.2414935827255249
18432,0.3441529870033264
19456,0.2790132761001587
20480,0.32715660333633423
21504,0.38174188137054443
22528,0.28297895193099976
23552,0.3827676773071289
24576,0.358353853225708
25600,0.3716254234313965
26624,0.25407928228378296
27648,0.27971071004867554
28672,0.34742772579193115
29696,0.33694857358932495
30720,0.3211216330528259
31744,0.25026702880859375
32768,0.2809426188468933
33792,0.2559794783592224
34816,0.40314894914627075
35840,0.354688823223114
36864,0.3301137685775757
37888,0.2921106815338135
38912,0.31881314516067505
39936,0.3509102463722229
40960,0.3009450435638428
41984,0.2696644067764282
43008,0.29613935947418213
44032,0.30473989248275757
45056,0.2682121992111206
46080,0.2441946268081665
47104,0.3574035167694092
48128,0.3520987629890442
49152,0.3446863293647766
50176,0.3143921494483948
51200,0.2732698917388916
52224,0.38343727588653564
53248,0.3230227828025818
54272,0.21420037746429443
55296,0.3108476400375366
56320,0.3421178460121155
57344,0.3857921361923218
58368,0.309129536151886
59392,0.3563985824584961
60416,0.3372465968132019
61440,0.34861814975738525
62464,0.09959638118743896
63488,0.3112572431564331
64512,0.23661988973617554
65536,0.3413251042366028
66560,0.31530505418777466
67584,0.268038809299469
68608,0.35534828901290894
69632,0.27742117643356323
70656,0.3651769161224365
71680,0.3577694892883301
72704,0.25835931301116943
73728,0.307944655418396
74752,0.33623188734054565
75776,0.4066007733345032
76800,0.29951411485671997
77824,0.2808834910392761
78848,0.33302080631256104
79872,0.44235336780548096
80896,0.4472925662994385
81920,0.3911168575286865
82944,0.2086126208305359
83968,0.26389849185943604
84992,0.3929969072341919
86016,0.26147526502609253
87040,0.23444980382919312
88064,0.41080743074417114
89088,0.30604636669158936
90112,0.3112303614616394
91136,0.35715752840042114
92160,0.3168502449989319
93184,0.3849918842315674
94208,0.3839453458786011
95232,0.4950355291366577
96256,0.33351922035217285
97280,0.3331030011177063
98304,0.28942370414733887
99328,0.41660404205322266
100352,0.3172457218170166
101376,0.3556361198425293
102400,0.3735535144805908
103424,0.38556766510009766
104448,0.35863661766052246
105472,0.3542301058769226
106496,0.3334706425666809
107520,0.28274303674697876
108544,0.2753351330757141
109568,0.3827269673347473
110592,0.2811052203178406
111616,0.34673887491226196
112640,0.35538750886917114
113664,0.36882662773132324
114688,0.38018667697906494
115712,0.35862183570861816
116736,0.3115769028663635
117760,0.3735000491142273
118784,0.4479072093963623
119808,0.33632510900497437
120832,0.4177725315093994
121856,0.335019588470459
122880,0.31847089529037476
123904,0.3744259476661682
124928,0.4048285484313965
125952,0.3003578782081604
126976,0.4504062533378601
128000,0.38016194105148315
129024,0.36802130937576294
130048,0.292513906955719
131072,0.24551409482955933
132096,0.36514633893966675
133120,0.35849446058273315
134144,0.3851470947265625
135168,0.38126373291015625
136192,0.44387370347976685
137216,0.26345622539520264
138240,0.3658914566040039
139264,0.41833585500717163
140288,0.41069793701171875
141312,0.39260876178741455
142336,0.30778247117996216
143360,0.3459843397140503
144384,0.425454318523407
145408,0.3747919201850891
146432,0.1819523572921753
147456,0.25649523735046387
148480,0.3748238682746887
149504,0.4162641763687134
150528,0.3799653649330139
151552,0.3596484661102295
152576,0.36431390047073364
153600,0.3307579755783081
154624,0.37504422664642334
155648,0.4918392300605774
156672,0.4851096272468567
157696,0.4563472867012024
158720,0.2826852798461914
159744,0.40679609775543213
160768,0.41637736558914185
161792,0.3902890086174011
162816,0.35871410369873047
163840,0.30410343408584595
164864,0.49308353662490845
165888,0.46721071004867554
166912,0.45757079124450684
167936,0.5056668519973755
168960,0.3479229807853699
169984,0.31248748302459717
171008,0.503368616104126
172032,0.5122403502464294
173056,0.5925434827804565
174080,0.4890825152397156
175104,0.42658668756484985
176128,0.43996143341064453
177152,0.4274819493293762
178176,0.47011345624923706
179200,0.4924699664115906
180224,0.49542421102523804
181248,0.4540799856185913
182272,0.4440884590148926
183296,0.5445034503936768
184320,0.3603006601333618
185344,0.42389869689941406
186368,0.5563381314277649
187392,0.4745784401893616
188416,0.47601038217544556
189440,0.5128621459007263
190464,0.4484292268753052
191488,0.45536482334136963
192512,0.43369340896606445
193536,0.38863199949264526
194560,0.4416195750236511
195584,0.5244461297988892
196608,0.4944291114807129
197632,0.39811623096466064
198656,0.428530752658844
199680,0.4342220425605774
200000,0.4145973324775696
