step,train/explained_variance
2048,-0.006625533103942871
3072,-0.0023537874221801758
4096,0.002129495143890381
5120,-0.08536386489868164
6144,0.004152774810791016
7168,0.016601622104644775
8192,-0.03829646110534668
9216,-0.020344972610473633
10240,-0.041574716567993164
11264,-0.011982083320617676
12288,-0.016332387924194336
13312,-0.005076050758361816
14336,-0.0027565956115722656
15360,0.006157279014587402
16384,0.035008788108825684
17408,0.039096057415008545
18432,-0.06343770027160645
19456,-0.022420167922973633
20480,-0.020656108856201172
21504,-0.05289459228515625
22528,0.004782617092132568
23552,-0.0007889270782470703
24576,-0.010144472122192383
25600,-0.009966492652893066
26624,0.004104435443878174
27648,-0.00859212875366211
28672,-0.03705596923828125
29696,0.04154527187347412
30720,-0.017245769500732422
31744,0.0027617812156677246
32768,-0.019289731979370117
33792,0.001776576042175293
34816,0.011515796184539795
35840,-0.011338114738464355
36864,0.009409308433532715
37888,-0.043785691261291504
38912,-0.0053081512451171875
39936,0.021995127201080322
40960,0.0048389434814453125
41984,0.015293300151824951
43008,0.008794426918029785
44032,-0.014319181442260742
45056,-0.008981108665466309
46080,0.010508239269256592
47104,-0.014899969100952148
48128,0.010300993919372559
49152,0.021609365940093994
50176,0.008521556854248047
51200,-0.029878854751586914
52224,0.009403467178344727
53248,-0.018706083297729492
54272,-0.012438178062438965
55296,-0.0006506443023681641
56320,-0.03299880027770996
57344,0.00418621301651001
58368,0.0001952052116394043
59392,-0.0071402788162231445
60416,-0.013606071472167969
61440,0.001999974250793457
62464,0.0007620453834533691
63488,0.007912814617156982
64512,-0.008468270301818848
65536,-0.0018222332000732422
66560,0.0030152201652526855
67584,0.019561409950256348
68608,0.01563817262649536
69632,-0.019021272659301758
70656,0.004247844219207764
71680,0.003137648105621338
72704,-0.0036194324493408203
73728,0.010810315608978271
74752,-0.008706212043762207
75776,-0.015591979026794434
76800,-0.00237274169921875
77824,0.0062792301177978516
78848,0.0010547637939453125
79872,-0.008871912956237793
80896,0.0056365132331848145
81920,-0.00035500526428222656
82944,0.04466104507446289
83968,-0.02634871006011963
84992,-0.0032596588134765625
86016,-0.04285919666290283
87040,-0.014175891876220703
88064,0.020106136798858643
89088,-0.007400870323181152
90112,0.011425137519836426
91136,0.023258864879608154
92160,0.010505139827728271
93184,0.0077170729637146
94208,0.02864992618560791
95232,-0.009601831436157227
96256,-0.00749969482421875
97280,-0.0364232063293457
98304,0.0027863383293151855
99328,-0.0019222497940063477
100352,0.03757607936859131
101376,0.029655516147613525
102400,0.08059751987457275
103424,-0.10889244079589844
104448,0.036995768547058105
105472,-0.022219538688659668
106496,-0.013368964195251465
107520,0.017712533473968506
108544,0.011862754821777344
109568,-0.034125566482543945
110592,0.009039044380187988
111616,0.03086698055267334
112640,0.0027011632919311523
113664,0.01698702573776245
114688,0.0036615729331970215
115712,-0.0347217321395874
116736,-0.014023661613464355
117760,-0.023477554321289062
118784,0.014988720417022705
119808,-0.046568870544433594
120832,0.03195589780807495
121856,-0.009610295295715332
122880,-0.011911749839782715
123904,0.02465355396270752
124928,-0.0020982027053833008
125952,-0.006602287292480469
126976,0.019739627838134766
128000,-0.0029668807983398438
129024,0.011195838451385498
130048,0.01369386911392212
131072,0.028261899948120117
132096,0.019644200801849365
133120,-0.006423354148864746
134144,-0.030036330223083496
135168,-0.005424380302429199
136192,0.024972081184387207
137216,0.004808306694030762
138240,0.04391533136367798
139264,-0.012345075607299805
140288,0.0030035972595214844
141312,0.0006001591682434082
142336,0.017524302005767822
143360,0.02388828992843628
144384,-0.027471542358398438
145408,0.009424328804016113
146432,0.00892186164855957
147456,0.025425314903259277
148480,-0.016809582710266113
149504,0.019985318183898926
150528,0.0075005292892456055
151552,0.018237948417663574
152576,-0.006699562072753906
153600,0.0004886388778686523
154624,-0.00814366340637207
155648,-0.006528496742248535
156672,0.016985416412353516
157696,-0.006823897361755371
158720,0.026167452335357666
159744,-0.008962392807006836
160768,-0.014683365821838379
161792,0.028339505195617676
162816,-0.04816579818725586
163840,-0.0018805265426635742
164864,0.012807309627532959
165888,0.010228991508483887
166912,-0.007156491279602051
167936,0.0014920830726623535
168960,0.019374430179595947
169984,-0.0036791563034057617
171008,0.0414125919342041
172032,0.037571847438812256
173056,-0.010683417320251465
174080,-0.027615070343017578
175104,-0.012095332145690918
176128,0.017642319202423096
177152,-0.00614011287689209
178176,-0.010852575302124023
179200,0.023798584938049316
180224,0.0009950995445251465
181248,0.006981074810028076
182272,0.014290928840637207
183296,-0.0015391111373901367
184320,0.012354373931884766
185344,0.011580824851989746
186368,0.009988009929656982
187392,0.07233262062072754
188416,-0.09019994735717773
189440,0.03401303291320801
190464,0.034365713596343994
191488,0.05821961164474487
192512,0.08937251567840576
193536,-0.00805354118347168
194560,-0.004967331886291504
195584,0.08335739374160767
196608,0.018642961978912354
197632,0.015609562397003174
