step,rollout/episode_length
1024,251.07142639160156
2048,264.1333312988281
3072,261.125
4096,256.1060485839844
5120,253.7058868408203
6144,255.94000244140625
7168,254.11000061035156
8192,255.6300048828125
9216,257.6300048828125
10240,259.69000244140625
11264,266.5
12288,262.4800109863281
13312,261.7200012207031
14336,267.7300109863281
15360,266.2699890136719
16384,266.0400085449219
17408,262.5400085449219
18432,268.2699890136719
19456,277.1000061035156
20480,272.760009765625
21504,279.9599914550781
22528,278.8399963378906
23552,280.4100036621094
24576,281.05999755859375
25600,274.82000732421875
26624,270.8999938964844
27648,260.70001220703125
28672,265.2699890136719
29696,257.45001220703125
30720,259.1499938964844
31744,263.260009765625
32768,264.510009765625
33792,269.54998779296875
34816,265.9800109863281
35840,271.2099914550781
36864,272.30999755859375
37888,268.67999267578125
38912,272.9200134277344
39936,272.3299865722656
40960,271.5199890136719
41984,269.19000244140625
43008,269.3699951171875
44032,265.989990234375
45056,265.80999755859375
46080,270.989990234375
47104,274.1600036621094
48128,277.489990234375
49152,274.3299865722656
50176,270.6400146484375
51200,263.95001220703125
52224,253.77000427246094
53248,247.02000427246094
54272,248.1999969482422
55296,253.07000732421875
56320,250.16000366210938
57344,254.77000427246094
58368,260.1700134277344
59392,265.80999755859375
60416,266.42999267578125
61440,265.32000732421875
62464,266.25
63488,270.6600036621094
64512,266.7799987792969
65536,269.94000244140625
66560,275.4700012207031
67584,272.1700134277344
68608,276.55999755859375
69632,274.0899963378906
70656,273.6499938964844
71680,263.8599853515625
72704,251.25999450683594
73728,254.10000610351562
74752,253.36000061035156
75776,257.6099853515625
76800,262.1499938964844
77824,263.9700012207031
78848,267.8999938964844
79872,266.7200012207031
80896,261.9800109863281
81920,260.2200012207031
82944,260.0799865722656
83968,262.260009765625
84992,272.4100036621094
86016,274.55999755859375
87040,276.07000732421875
88064,270.5
89088,268.7699890136719
90112,268.9100036621094
91136,254.0
92160,260.1400146484375
93184,261.8900146484375
94208,260.5
95232,260.6300048828125
96256,260.6600036621094
97280,260.0799865722656
98304,261.0
99328,264.510009765625
100352,263.9700012207031
101376,265.2699890136719
102400,266.6700134277344
103424,268.07000732421875
104448,265.6000061035156
105472,259.0
106496,261.8999938964844
107520,267.55999755859375
108544,265.8500061035156
109568,266.92999267578125
110592,269.4599914550781
111616,275.5
112640,273.4200134277344
113664,272.1499938964844
114688,272.8299865722656
115712,270.1099853515625
116736,270.57000732421875
117760,271.2900085449219
118784,271.79998779296875
119808,268.9700012207031
120832,274.739990234375
121856,274.19000244140625
122880,270.9800109863281
123904,267.5799865722656
124928,274.3299865722656
125952,268.9100036621094
126976,263.2799987792969
128000,265.69000244140625
129024,264.8399963378906
130048,262.80999755859375
131072,263.7300109863281
132096,264.07000732421875
133120,266.2900085449219
134144,267.7099914550781
135168,274.8599853515625
136192,274.4599914550781
137216,274.05999755859375
138240,274.7099914550781
139264,278.1199951171875
140288,276.05999755859375
141312,275.9100036621094
142336,279.69000244140625
143360,283.739990234375
144384,286.3500061035156
145408,292.5299987792969
146432,297.1499938964844
147456,299.2200012207031
148480,307.9700012207031
149504,305.2900085449219
150528,312.42999267578125
