step,time/fps
1024,381.0
2048,529.0
3072,623.0
4096,675.0
5120,718.0
6144,754.0
7168,774.0
8192,792.0
9216,810.0
10240,826.0
11264,840.0
12288,849.0
13312,854.0
14336,857.0
15360,860.0
16384,865.0
17408,869.0
18432,875.0
19456,877.0
20480,886.0
21504,891.0
22528,895.0
23552,899.0
24576,905.0
25600,908.0
26624,912.0
27648,917.0
28672,920.0
29696,921.0
30720,921.0
31744,923.0
32768,924.0
33792,923.0
34816,925.0
35840,928.0
36864,931.0
37888,934.0
38912,937.0
39936,940.0
40960,943.0
41984,944.0
43008,945.0
44032,944.0
45056,944.0
46080,944.0
47104,945.0
48128,945.0
49152,946.0
50176,946.0
51200,947.0
52224,949.0
53248,951.0
54272,953.0
55296,954.0
56320,956.0
57344,957.0
58368,959.0
59392,959.0
60416,960.0
61440,961.0
62464,961.0
63488,962.0
64512,962.0
65536,963.0
66560,964.0
67584,965.0
68608,966.0
69632,968.0
70656,969.0
71680,969.0
72704,970.0
73728,970.0
74752,971.0
75776,971.0
76800,970.0
77824,970.0
78848,970.0
79872,971.0
80896,970.0
81920,971.0
82944,972.0
83968,974.0
84992,975.0
86016,977.0
87040,978.0
88064,979.0
89088,981.0
90112,982.0
91136,983.0
92160,983.0
93184,983.0
94208,984.0
95232,984.0
96256,984.0
97280,984.0
98304,985.0
99328,986.0
100352,987.0
101376,987.0
102400,987.0
103424,987.0
104448,987.0
105472,987.0
106496,987.0
107520,987.0
108544,987.0
109568,987.0
110592,987.0
111616,987.0
112640,987.0
113664,987.0
114688,988.0
115712,988.0
116736,989.0
117760,990.0
118784,991.0
119808,992.0
120832,993.0
121856,993.0
122880,993.0
123904,993.0
124928,993.0
125952,993.0
126976,993.0
128000,993.0
129024,993.0
130048,993.0
131072,993.0
132096,993.0
133120,994.0
134144,994.0
135168,994.0
136192,994.0
137216,994.0
138240,993.0
139264,993.0
140288,992.0
141312,992.0
142336,992.0
143360,992.0
144384,992.0
145408,993.0
146432,993.0
147456,994.0
148480,994.0
149504,995.0
150528,996.0
151552,996.0
152576,997.0
153600,997.0
154624,998.0
155648,998.0
156672,998.0
157696,998.0
158720,997.0
159744,996.0
160768,996.0
161792,996.0
162816,996.0
163840,996.0
164864,997.0
165888,997.0
166912,997.0
167936,996.0
168960,996.0
169984,996.0
171008,996.0
172032,996.0
173056,996.0
174080,996.0
175104,997.0
176128,997.0
177152,998.0
178176,998.0
179200,999.0
180224,999.0
181248,1000.0
182272,1000.0
183296,1001.0
184320,1001.0
185344,1001.0
186368,1001.0
187392,1000.0
188416,999.0
189440,998.0
190464,997.0
191488,997.0
192512,997.0
193536,997.0
194560,997.0
195584,997.0
196608,997.0
197632,997.0
198656,997.0
199680,996.0
200704,567.0
201728,568.0
202752,569.0
203776,570.0
204800,572.0
205824,573.0
206848,574.0
207872,576.0
208896,577.0
209920,578.0
210944,579.0
211968,581.0
212992,582.0
214016,583.0
215040,585.0
216064,586.0
217088,587.0
218112,589.0
219136,589.0
220160,591.0
221184,591.0
222208,593.0
223232,594.0
224256,595.0
225280,596.0
226304,597.0
227328,598.0
228352,599.0
229376,600.0
230400,601.0
231424,602.0
232448,603.0
233472,604.0
234496,605.0
235520,606.0
236544,607.0
237568,608.0
238592,609.0
239616,610.0
240640,612.0
241664,613.0
242688,614.0
243712,615.0
244736,616.0
245760,617.0
246784,618.0
247808,619.0
248832,620.0
249856,621.0
250880,622.0
251904,622.0
252928,623.0
253952,624.0
254976,625.0
256000,626.0
257024,627.0
258048,628.0
259072,629.0
260096,630.0
261120,631.0
262144,632.0
263168,633.0
264192,634.0
265216,635.0
266240,636.0
267264,637.0
268288,638.0
269312,639.0
270336,639.0
271360,640.0
272384,641.0
273408,642.0
274432,643.0
275456,644.0
276480,644.0
277504,645.0
278528,646.0
279552,647.0
280576,648.0
281600,648.0
282624,649.0
