step,train/entropy_loss
2048,-1.7897838354110718
3072,-1.786728858947754
4096,-1.7764570713043213
5120,-1.7730064392089844
6144,-1.7727372646331787
7168,-1.7739145755767822
8192,-1.77163827419281
9216,-1.7747831344604492
10240,-1.7694017887115479
11264,-1.7626152038574219
12288,-1.7428580522537231
13312,-1.752800703048706
14336,-1.7617762088775635
15360,-1.7640302181243896
16384,-1.767913579940796
17408,-1.7524350881576538
18432,-1.7482162714004517
19456,-1.7454854249954224
20480,-1.7303346395492554
21504,-1.7452932596206665
22528,-1.7431647777557373
23552,-1.7353675365447998
24576,-1.7503724098205566
25600,-1.7476600408554077
26624,-1.750807762145996
27648,-1.7651350498199463
28672,-1.7514009475708008
29696,-1.7620869874954224
30720,-1.7702451944351196
31744,-1.7695995569229126
32768,-1.7794185876846313
33792,-1.7710790634155273
34816,-1.7758183479309082
35840,-1.763325572013855
36864,-1.7750308513641357
37888,-1.7745355367660522
38912,-1.774366855621338
39936,-1.7721991539001465
40960,-1.7764108180999756
41984,-1.772031307220459
43008,-1.7685903310775757
44032,-1.757771372795105
45056,-1.757482647895813
46080,-1.7628636360168457
47104,-1.7687653303146362
48128,-1.7738771438598633
49152,-1.7617861032485962
50176,-1.7591285705566406
51200,-1.7635897397994995
52224,-1.7608634233474731
53248,-1.7625423669815063
54272,-1.76058030128479
55296,-1.7613710165023804
56320,-1.748704433441162
57344,-1.7396323680877686
58368,-1.7306054830551147
59392,-1.723912239074707
60416,-1.7222089767456055
61440,-1.724722146987915
62464,-1.702689290046692
63488,-1.7034926414489746
64512,-1.6895970106124878
65536,-1.7052788734436035
66560,-1.7087758779525757
67584,-1.68415367603302
68608,-1.7037464380264282
69632,-1.7008816003799438
70656,-1.7126691341400146
71680,-1.7058353424072266
72704,-1.7084965705871582
73728,-1.6981827020645142
74752,-1.7003304958343506
75776,-1.689058780670166
76800,-1.6876184940338135
77824,-1.6806703805923462
78848,-1.6628044843673706
79872,-1.6581205129623413
80896,-1.6461926698684692
81920,-1.632612705230713
82944,-1.600329875946045
83968,-1.6085891723632812
84992,-1.6181886196136475
86016,-1.611881136894226
87040,-1.5997381210327148
88064,-1.583507776260376
89088,-1.5681790113449097
90112,-1.5547677278518677
91136,-1.5710095167160034
92160,-1.6117106676101685
93184,-1.6018860340118408
94208,-1.634222388267517
95232,-1.6079299449920654
96256,-1.6102354526519775
97280,-1.6107079982757568
98304,-1.6084541082382202
99328,-1.6300954818725586
100352,-1.5951793193817139
101376,-1.5667835474014282
102400,-1.5315124988555908
103424,-1.5414377450942993
104448,-1.5168956518173218
105472,-1.4872249364852905
106496,-1.4885838031768799
107520,-1.503880500793457
108544,-1.4929410219192505
109568,-1.471318244934082
110592,-1.4964958429336548
111616,-1.4786450862884521
112640,-1.4482070207595825
113664,-1.489530324935913
114688,-1.528085708618164
115712,-1.541655421257019
116736,-1.550683856010437
117760,-1.5155426263809204
118784,-1.5101675987243652
119808,-1.5098212957382202
120832,-1.4913192987442017
121856,-1.4875215291976929
122880,-1.5549097061157227
123904,-1.5008583068847656
124928,-1.5197392702102661
125952,-1.5427314043045044
126976,-1.553126335144043
128000,-1.5467537641525269
129024,-1.534004807472229
130048,-1.5495045185089111
131072,-1.5339008569717407
132096,-1.5200178623199463
133120,-1.5442497730255127
134144,-1.5469813346862793
135168,-1.536157250404358
136192,-1.5667564868927002
137216,-1.4849177598953247
138240,-1.5441800355911255
139264,-1.480238914489746
140288,-1.4568824768066406
141312,-1.5668178796768188
142336,-1.4689000844955444
143360,-1.5372475385665894
144384,-1.4649158716201782
145408,-1.491048812866211
146432,-1.4277886152267456
147456,-1.4329158067703247
148480,-1.5419752597808838
149504,-1.4812498092651367
150528,-1.5718573331832886
151552,-1.464451789855957
152576,-1.550209641456604
153600,-1.4878429174423218
154624,-1.5334782600402832
155648,-1.5198957920074463
156672,-1.533341884613037
157696,-1.543068289756775
158720,-1.5344312191009521
159744,-1.5444501638412476
160768,-1.5378931760787964
161792,-1.5602458715438843
162816,-1.5309698581695557
163840,-1.5614697933197021
164864,-1.4974335432052612
165888,-1.5367871522903442
166912,-1.5301755666732788
167936,-1.5281065702438354
168960,-1.4760299921035767
169984,-1.4913946390151978
171008,-1.474806785583496
172032,-1.4832594394683838
173056,-1.4861445426940918
174080,-1.4882477521896362
175104,-1.443302035331726
176128,-1.4705671072006226
177152,-1.4788482189178467
178176,-1.4431487321853638
179200,-1.4541043043136597
180224,-1.3615906238555908
181248,-1.4371334314346313
182272,-1.3418046236038208
183296,-1.4285993576049805
184320,-1.295032262802124
185344,-1.3529428243637085
186368,-1.2730847597122192
187392,-1.339260458946228
188416,-1.3724305629730225
189440,-1.2964656352996826
190464,-1.3870291709899902
191488,-1.3429334163665771
192512,-1.4128268957138062
193536,-1.3740625381469727
194560,-1.414595365524292
195584,-1.3788331747055054
196608,-1.4262964725494385
197632,-1.4197348356246948
198656,-1.4122551679611206
199680,-1.4638514518737793
200000,-1.3446319103240967
201728,-1.4150489568710327
202752,-1.3447479009628296
203776,-1.3537518978118896
204800,-1.3773133754730225
205824,-1.4050928354263306
206848,-1.3799933195114136
207872,-1.3880077600479126
208896,-1.399476408958435
209920,-1.37323796749115
210944,-1.4199155569076538
211968,-1.4105110168457031
212992,-1.395057201385498
214016,-1.3451300859451294
215040,-1.3608591556549072
216064,-1.3532061576843262
217088,-1.3582289218902588
218112,-1.3090177774429321
219136,-1.3576412200927734
220160,-1.3583693504333496
221184,-1.35209059715271
222208,-1.3554052114486694
223232,-1.3010128736495972
224256,-1.33590829372406
225280,-1.263146162033081
226304,-1.3480144739151
227328,-1.2448586225509644
228352,-1.3055614233016968
229376,-1.2677154541015625
230400,-1.3119832277297974
231424,-1.2872567176818848
232448,-1.2712090015411377
233472,-1.257716417312622
234496,-1.2933119535446167
235520,-1.306140422821045
236544,-1.3194704055786133
237568,-1.3381989002227783
238592,-1.3523927927017212
239616,-1.3955209255218506
240640,-1.2989788055419922
241664,-1.3757901191711426
242688,-1.3308771848678589
243712,-1.347893238067627
