step,train/entropy_loss
2048,-1.0958446264266968
3072,-1.0955947637557983
4096,-1.093929648399353
5120,-1.0949193239212036
6144,-1.0931549072265625
7168,-1.0959978103637695
8192,-1.0846128463745117
9216,-1.0798155069351196
10240,-1.0626418590545654
11264,-1.0399316549301147
12288,-1.0081570148468018
13312,-0.9687504768371582
14336,-0.9406036734580994
15360,-0.8984445333480835
16384,-0.867415726184845
17408,-0.8312221765518188
18432,-0.7874237298965454
19456,-0.7349084615707397
20480,-0.6911582350730896
21504,-0.7542484998703003
22528,-0.6884385943412781
23552,-0.6170963644981384
24576,-0.6150604486465454
25600,-0.5820434093475342
26624,-0.5314279198646545
27648,-0.505703866481781
28672,-0.5072601437568665
29696,-0.5454598069190979
30720,-0.4929075837135315
31744,-0.45186296105384827
32768,-0.47719821333885193
33792,-0.4842114746570587
34816,-0.421924352645874
35840,-0.39982596039772034
36864,-0.36004912853240967
37888,-0.3835287094116211
38912,-0.39022836089134216
39936,-0.35347720980644226
40960,-0.366166889667511
41984,-0.41416117548942566
43008,-0.37598761916160583
44032,-0.3235549032688141
45056,-0.33015871047973633
46080,-0.3192964196205139
47104,-0.29627957940101624
48128,-0.26157549023628235
49152,-0.2530909776687622
50176,-0.271251380443573
51200,-0.23284460604190826
52224,-0.1983952671289444
53248,-0.23123490810394287
54272,-0.20773740112781525
55296,-0.1940043419599533
56320,-0.18318742513656616
57344,-0.1859036087989807
58368,-0.18531695008277893
59392,-0.14609232544898987
60416,-0.1376141458749771
61440,-0.12270768731832504
62464,-0.12967853248119354
63488,-0.06546054035425186
64512,-0.058362968266010284
65536,-0.06351369619369507
66560,-0.07323811203241348
67584,-0.07374952733516693
68608,-0.1073853000998497
69632,-0.08277715742588043
70656,-0.11577142030000687
71680,-0.10038415342569351
72704,-0.08339587599039078
73728,-0.08543574810028076
74752,-0.09436505287885666
75776,-0.1036079078912735
76800,-0.11639207601547241
77824,-0.11371003091335297
78848,-0.1489700973033905
79872,-0.13551391661167145
80896,-0.1493639051914215
81920,-0.15922316908836365
82944,-0.1861574351787567
83968,-0.15509626269340515
84992,-0.1284850835800171
86016,-0.10683821886777878
87040,-0.1582522839307785
88064,-0.10774719715118408
89088,-0.13768671452999115
90112,-0.12763160467147827
91136,-0.14263349771499634
92160,-0.12211088836193085
93184,-0.1525983214378357
94208,-0.1274048388004303
95232,-0.15340453386306763
