step,train/explained_variance
2048,-0.00840902328491211
3072,-0.0029500722885131836
4096,0.0020980238914489746
5120,-0.02686893939971924
6144,0.007890045642852783
7168,0.005785107612609863
8192,-0.016434788703918457
9216,0.006921052932739258
10240,0.026838064193725586
11264,0.02530604600906372
12288,0.020507395267486572
13312,0.02332669496536255
14336,0.02066659927368164
15360,0.028896629810333252
16384,0.033701419830322266
17408,0.02794039249420166
18432,0.052652180194854736
19456,0.03345382213592529
20480,0.0314936637878418
21504,0.018122613430023193
22528,0.06691485643386841
23552,0.05962181091308594
24576,0.03429520130157471
25600,0.09924596548080444
26624,0.09425777196884155
27648,0.07706600427627563
28672,0.05191320180892944
29696,0.0636710524559021
30720,0.0856928825378418
31744,0.08148247003555298
32768,0.0878453254699707
33792,0.1325993537902832
34816,0.08282202482223511
35840,0.0933382511138916
36864,0.1311495304107666
37888,0.15943682193756104
38912,0.18226498365402222
39936,0.3073933720588684
40960,0.22097814083099365
41984,0.1295332908630371
43008,0.13497018814086914
44032,0.21755129098892212
45056,0.11551320552825928
46080,0.12045735120773315
47104,0.30992066860198975
48128,0.14338254928588867
49152,0.35438060760498047
50176,0.07305657863616943
51200,0.17756211757659912
52224,0.21210694313049316
53248,0.0782097578048706
54272,0.20033705234527588
55296,0.21368587017059326
56320,0.20011144876480103
57344,0.16359621286392212
58368,0.3354531526565552
59392,0.17799270153045654
60416,0.2303379774093628
61440,0.03317171335220337
62464,0.25801199674606323
63488,0.12400799989700317
64512,0.268501341342926
65536,0.1339455246925354
66560,0.19964206218719482
67584,0.18489480018615723
68608,0.2365698218345642
69632,0.16684895753860474
70656,0.26185107231140137
71680,0.2625046372413635
72704,0.26632392406463623
73728,0.2422277331352234
74752,0.3787429928779602
75776,0.3783761262893677
76800,0.4471352696418762
77824,0.3748052716255188
78848,0.35047608613967896
79872,0.4698231816291809
80896,-0.17453670501708984
81920,0.08219975233078003
82944,0.19752562046051025
83968,0.04705303907394409
84992,0.4100092053413391
86016,0.1898496150970459
87040,0.4550546407699585
88064,0.507804274559021
89088,0.5806741714477539
90112,0.5898226499557495
91136,0.5799202919006348
92160,0.7032769918441772
93184,0.6615899801254272
94208,0.7028440237045288
95232,0.881989598274231
96256,0.7421528100967407
97280,0.7286257147789001
98304,0.6953939199447632
99328,0.9202364683151245
100352,0.9163575768470764
101376,0.9044482111930847
102400,0.8919980525970459
103424,0.8930758237838745
104448,0.8838178515434265
105472,0.8887523412704468
106496,0.9065061807632446
107520,0.915871262550354
108544,0.9180933237075806
109568,0.9262610673904419
110592,0.9242300391197205
111616,0.8950896263122559
112640,0.8967180848121643
113664,0.9237560033798218
114688,0.6405212879180908
115712,0.7759071588516235
116736,0.8981364965438843
117760,0.8979178071022034
118784,0.9109501838684082
119808,0.882936418056488
120832,0.8962708115577698
121856,0.8463084697723389
122880,0.8882182836532593
123904,0.8670488595962524
124928,0.8765004873275757
125952,0.8425519466400146
126976,0.8630046248435974
128000,0.8363652229309082
129024,0.7154248952865601
130048,0.7385845184326172
131072,0.6188924312591553
132096,-3.8403806686401367
133120,0.7046737670898438
134144,0.3818756937980652
135168,-3.5270071029663086
136192,-5.022884845733643
137216,-2.8200268745422363
138240,-2.65486741065979
139264,-5.079496383666992
140288,0.4312291145324707
141312,0.6494879722595215
142336,0.9140903353691101
143360,0.9211474657058716
144384,0.7149461507797241
145408,0.46604830026626587
146432,0.8205001950263977
147456,0.8124866485595703
148480,0.8628138303756714
149504,0.6313574314117432
150528,-10.585755348205566
151552,0.9226175546646118
152576,-10.302806854248047
153600,-8.492586135864258
154624,-3.4508090019226074
155648,-5.984230995178223
156672,-3.6538314819335938
157696,-5.472520351409912
158720,-2.642479181289673
159744,-4.3094587326049805
160768,-3.2879743576049805
161792,-2.781649589538574
162816,-3.6167192459106445
163840,-1.8323476314544678
164864,-2.5189597606658936
165888,-2.0747897624969482
166912,-2.339144706726074
167936,-1.7697758674621582
168960,0.6623010039329529
169984,-3.949019432067871
171008,-3.416367530822754
172032,-5.803699016571045
173056,-5.627133369445801
174080,-3.97202730178833
175104,-5.823282718658447
176128,-3.583695888519287
177152,-5.219892978668213
178176,-7.412215232849121
179200,-3.331674098968506
180224,-3.895565986633301
181248,-3.794086456298828
182272,-3.3364362716674805
183296,-3.560840606689453
184320,0.7118523120880127
185344,0.1924923062324524
186368,-2.8930742740631104
187392,0.3640451431274414
188416,0.4409022331237793
189440,-2.7390429973602295
190464,-1.553034782409668
191488,-3.1586294174194336
192512,-9.19688606262207
193536,-8.180619239807129
194560,-5.57736873626709
195584,-10.030740737915039
196608,-4.277402400970459
197632,-2.996697187423706
198656,0.6101073026657104
199680,-1.8913393020629883
200000,-2.36091685295105
201728,-3.419412612915039
202752,-9.309371948242188
203776,0.7414422035217285
204800,-6.191399574279785
205824,0.4889543056488037
206848,-2.973275899887085
207872,-2.5169293880462646
208896,-1.145481824874878
209920,-1.6080455780029297
210944,-3.2275657653808594
211968,-3.629225254058838
212992,-4.336629867553711
214016,-5.404943466186523
215040,-5.46842098236084
216064,-7.562178611755371
217088,-6.918825149536133
218112,-4.135036945343018
219136,-4.0112624168396
220160,-3.8532257080078125
221184,-4.496898174285889
222208,0.41612011194229126
223232,0.6639385223388672
224256,-13.844440460205078
225280,-9.26578140258789
226304,-6.316720485687256
227328,-10.723228454589844
228352,-9.33251953125
229376,-11.32052993774414
230400,-6.290714263916016
231424,-5.513317108154297
232448,-8.910757064819336
233472,-1.4742753505706787
234496,-5.081902980804443
235520,-4.427103519439697
236544,-4.431816101074219
237568,0.6540731191635132
238592,0.7201927900314331
239616,0.7113802433013916
240640,0.8426122069358826
241664,-4.966698169708252
242688,0.8413353562355042
243712,-4.437155246734619
244736,-1.8620269298553467
245760,-5.839357852935791
246784,-9.178160667419434
247808,-6.495874404907227
248832,-7.703280448913574
249856,-6.625042915344238
250880,-3.620492458343506
251904,0.9411952495574951
252928,-12.056734085083008
253952,-5.385148525238037
254976,-1.4483530521392822
256000,-4.8452935218811035
257024,-2.727743148803711
258048,0.3760952949523926
259072,-1.3698718547821045
260096,0.7552370429039001
261120,0.836647629737854
262144,0.9486629366874695
263168,0.9370527267456055
264192,0.9490647315979004
265216,0.9476671814918518
266240,0.9525814056396484
267264,0.953880786895752
268288,0.9448668360710144
269312,0.9466304779052734
270336,0.9486374855041504
271360,0.9434370994567871
272384,0.9133515357971191
273408,0.9201635122299194
274432,0.9199305176734924
275456,0.9180127382278442
276480,0.9046971201896667
277504,0.6554684638977051
278528,0.9021557569503784
279552,0.7366052865982056
280576,0.8542311787605286
281600,0.7330976724624634
282624,0.7945884466171265
283648,0.8431040048599243
284672,0.8592298626899719
285696,0.8175827264785767
286720,0.844319224357605
287744,0.8983687162399292
288768,0.8952184915542603
289792,0.8806816935539246
290816,0.8773637413978577
291840,0.7182599306106567
292864,0.378631591796875
293888,0.837188184261322
294912,0.610342800617218
295936,0.7957976460456848
296960,0.7248165011405945
297984,0.7113408446311951
299008,0.8160628080368042
300032,0.8105672597885132
301056,0.8470630645751953
302080,0.8295669555664062
303104,0.7880166172981262
304128,0.7917259335517883
305152,0.8223795890808105
306176,0.645223081111908
307200,0.8107439279556274
308224,0.8808886408805847
309248,-1.2987926006317139
310272,-0.6142739057540894
311296,-0.2667226791381836
312320,0.9073851704597473
