step,train/clip_fraction
2048,0.08447265625
3072,0.0
4096,0.071044921875
5120,0.026123046875
6144,0.015625
7168,0.138916015625
8192,0.139892578125
9216,0.166015625
10240,0.05419921875
11264,0.0
12288,0.058349609375
13312,0.085693359375
14336,0.010986328125
15360,0.062744140625
16384,0.043212890625
17408,0.072509765625
18432,0.032958984375
19456,0.114013671875
20480,0.00048828125
21504,0.01708984375
22528,0.119140625
23552,0.06396484375
24576,0.0400390625
25600,0.0302734375
26624,0.07177734375
27648,0.00830078125
28672,0.100341796875
29696,0.029296875
30720,0.007080078125
31744,0.055419921875
32768,0.11376953125
33792,0.091796875
34816,0.018310546875
35840,0.24951171875
36864,0.168212890625
37888,0.092041015625
38912,0.075927734375
39936,0.177734375
40960,0.055419921875
41984,0.0283203125
43008,0.087646484375
44032,0.043701171875
45056,0.104248046875
46080,0.1044921875
47104,0.056884765625
48128,0.078369140625
49152,0.062255859375
50176,0.020263671875
51200,0.133056640625
52224,0.044921875
53248,0.109619140625
54272,0.102783203125
55296,0.168701171875
56320,0.118896484375
57344,0.12744140625
58368,0.032958984375
59392,0.1357421875
60416,0.187744140625
61440,0.115966796875
62464,0.102294921875
63488,0.052490234375
64512,0.04150390625
65536,0.072509765625
66560,0.11865234375
67584,0.078857421875
68608,0.167236328125
69632,0.090087890625
70656,0.139404296875
71680,0.08056640625
72704,0.11572265625
73728,0.12646484375
74752,0.1884765625
75776,0.220458984375
76800,0.09326171875
77824,0.07666015625
78848,0.110107421875
79872,0.1591796875
80896,0.28125
81920,0.129150390625
82944,0.174560546875
83968,0.173095703125
84992,0.166748046875
86016,0.136962890625
87040,0.067138671875
88064,0.2548828125
89088,0.141845703125
90112,0.177001953125
91136,0.133544921875
92160,0.186279296875
93184,0.174560546875
94208,0.111572265625
95232,0.17919921875
96256,0.257080078125
97280,0.0673828125
98304,0.05712890625
99328,0.115966796875
100352,0.139892578125
101376,0.119384765625
102400,0.13037109375
103424,0.170166015625
104448,0.116455078125
105472,0.062255859375
106496,0.06787109375
107520,0.112060546875
108544,0.1142578125
109568,0.162353515625
110592,0.126708984375
111616,0.1923828125
112640,0.21923828125
113664,0.0478515625
114688,0.06103515625
115712,0.0615234375
116736,0.18212890625
117760,0.111083984375
118784,0.111572265625
119808,0.14453125
120832,0.075439453125
121856,0.058837890625
122880,0.072021484375
123904,0.046630859375
124928,0.09716796875
125952,0.045654296875
126976,0.059326171875
128000,0.133056640625
129024,0.127685546875
130048,0.151123046875
131072,0.13037109375
132096,0.093994140625
133120,0.160400390625
134144,0.14599609375
135168,0.10693359375
136192,0.15869140625
137216,0.114013671875
138240,0.0732421875
139264,0.050048828125
140288,0.08544921875
141312,0.16357421875
142336,0.046142578125
143360,0.09521484375
144384,0.14794921875
145408,0.109619140625
146432,0.039794921875
147456,0.070556640625
148480,0.063720703125
149504,0.0712890625
150528,0.220947265625
151552,0.179443359375
152576,0.2294921875
153600,0.03125
154624,0.090087890625
155648,0.189453125
156672,0.073974609375
157696,0.091796875
158720,0.068115234375
159744,0.083984375
160768,0.016845703125
161792,0.063232421875
162816,0.115478515625
163840,0.099853515625
164864,0.10400390625
165888,0.096435546875
166912,0.096435546875
167936,0.08837890625
168960,0.11328125
169984,0.0712890625
171008,0.036376953125
172032,0.126953125
173056,0.0126953125
174080,0.059814453125
175104,0.08349609375
176128,0.078125
177152,0.05419921875
178176,0.119140625
179200,0.17333984375
180224,0.1259765625
181248,0.11669921875
182272,0.0947265625
183296,0.180419921875
184320,0.353271484375
185344,0.068115234375
186368,0.0439453125
187392,0.130859375
188416,0.200927734375
189440,0.116455078125
190464,0.0673828125
191488,0.04345703125
192512,0.135498046875
193536,0.050048828125
194560,0.16552734375
195584,0.14794921875
196608,0.035400390625
197632,0.130615234375
198656,0.09912109375
199680,0.0390625
200000,0.087646484375
201728,0.088623046875
202752,0.069091796875
203776,0.09423828125
204800,0.096923828125
205824,0.01806640625
206848,0.102783203125
207872,0.118896484375
208896,0.160888671875
209920,0.08544921875
210944,0.06396484375
211968,0.0302734375
212992,0.128662109375
214016,0.0869140625
215040,0.1103515625
216064,0.133056640625
217088,0.0712890625
218112,0.18701171875
219136,0.050048828125
220160,0.0859375
221184,0.0654296875
222208,0.146240234375
223232,0.209716796875
224256,0.16162109375
225280,0.1357421875
226304,0.05224609375
227328,0.124755859375
228352,0.126708984375
229376,0.093994140625
230400,0.18310546875
231424,0.06103515625
232448,0.064453125
233472,0.0732421875
234496,0.13720703125
235520,0.064453125
236544,0.175048828125
237568,0.099365234375
238592,0.0849609375
239616,0.07373046875
240640,0.03369140625
241664,0.10791015625
242688,0.155029296875
243712,0.1474609375
244736,0.1064453125
245760,0.119384765625
246784,0.050048828125
247808,0.11767578125
248832,0.02392578125
249856,0.091796875
250880,0.082763671875
251904,0.080322265625
252928,0.100341796875
253952,0.069580078125
254976,0.04443359375
256000,0.10546875
257024,0.083984375
258048,0.044677734375
259072,0.052734375
260096,0.1015625
261120,0.113525390625
262144,0.096923828125
263168,0.101806640625
264192,0.0087890625
265216,0.05712890625
266240,0.043701171875
267264,0.091064453125
268288,0.06396484375
269312,0.121337890625
270336,0.065185546875
271360,0.031982421875
272384,0.1171875
273408,0.061767578125
274432,0.133544921875
275456,0.060302734375
276480,0.050048828125
277504,0.15478515625
278528,0.028564453125
279552,0.06689453125
280576,0.08349609375
281600,0.083251953125
282624,0.09521484375
283648,0.091064453125
284672,0.134521484375
285696,0.099365234375
286720,0.134521484375
287744,0.0703125
288768,0.046630859375
289792,0.06396484375
290816,0.092041015625
291840,0.055419921875
292864,0.091796875
293888,0.08642578125
294912,0.086669921875
295936,0.19677734375
296960,0.05322265625
297984,0.100830078125
299008,0.0546875
300032,0.056640625
301056,0.083251953125
302080,0.078125
303104,0.06103515625
304128,0.04296875
305152,0.0234375
306176,0.173828125
307200,0.093994140625
308224,0.063232421875
309248,0.054443359375
310272,0.119140625
311296,0.061279296875
312320,0.11572265625
313344,0.13525390625
314368,0.039794921875
