step,train/learning_rate
120832,0.0002470047911629081
121856,0.0002469792088959366
122880,0.0002469535975251347
123904,0.00024692798615433276
124928,0.0002469024038873613
125952,0.00024687679251655936
126976,0.0002468512102495879
128000,0.00024682559887878597
129024,0.00024679998750798404
130048,0.0002467744052410126
131072,0.00024674879387021065
132096,0.0002467232116032392
133120,0.00024669760023243725
134144,0.00024667198886163533
135168,0.00024664640659466386
136192,0.00024662079522386193
137216,0.00024659521295689046
138240,0.00024656960158608854
139264,0.0002465439902152866
140288,0.00024651840794831514
141312,0.0002464927965775132
142336,0.00024646721431054175
143360,0.0002464416029397398
144384,0.0002464159915689379
145408,0.00024639040930196643
146432,0.0002463647979311645
147456,0.0002463391865603626
148480,0.0002463136042933911
149504,0.0002462879929225892
150528,0.0002462624106556177
151552,0.0002462367992848158
152576,0.00024621118791401386
153600,0.0002461856056470424
154624,0.00024615999427624047
155648,0.000246134412009269
156672,0.0002461088006384671
157696,0.00024608318926766515
158720,0.0002460576070006937
159744,0.00024603199562989175
160768,0.0002460064133629203
161792,0.00024598080199211836
162816,0.00024595519062131643
163840,0.00024592960835434496
164864,0.00024590399698354304
165888,0.0002458783856127411
166912,0.00024585280334576964
167936,0.0002458271919749677
168960,0.00024580160970799625
169984,0.0002457759983371943
171008,0.0002457503869663924
172032,0.00024572480469942093
173056,0.000245699193328619
174080,0.00024567361106164753
175104,0.0002456479996908456
176128,0.0002456223883200437
177152,0.0002455968060530722
178176,0.0002455711946822703
179200,0.0002455456124152988
180224,0.0002455200010444969
181248,0.00024549438967369497
182272,0.0002454688074067235
183296,0.0002454431960359216
184320,0.0002454176137689501
185344,0.0002453920023981482
186368,0.00024536639102734625
187392,0.0002453408087603748
188416,0.00024531519738957286
189440,0.00024528958601877093
190464,0.00024526400375179946
191488,0.00024523839238099754
192512,0.00024521281011402607
193536,0.00024518719874322414
194560,0.0002451615873724222
195584,0.00024513600510545075
196608,0.0002451103937346488
197632,0.00024508481146767735
198656,0.00024505920009687543
199680,0.0002450335887260735
200000,0.00024500800645910203
201728,0.0002449823950883001
202752,0.00024495681282132864
203776,0.0002449312014505267
204800,0.0002449055900797248
205824,0.0002448800078127533
206848,0.0002448543964419514
207872,0.0002448288141749799
208896,0.000244803202804178
209920,0.0002447775914333761
210944,0.0002447520091664046
211968,0.0002447263977956027
212992,0.00024470078642480075
214016,0.0002446752041578293
215040,0.00024464959278702736
216064,0.0002446240105200559
217088,0.00024459839914925396
218112,0.00024457278777845204
219136,0.00024454720551148057
220160,0.00024452159414067864
221184,0.0002444960118737072
222208,0.00024447040050290525
223232,0.0002444447891321033
224256,0.00024441920686513186
225280,0.00024439359549432993
226304,0.00024436801322735846
227328,0.00024434240185655653
228352,0.0002443167904857546
229376,0.00024429120821878314
230400,0.0002442655968479812
231424,0.0002442399854771793
232448,0.0002442144032102078
233472,0.0002441887918394059
234496,0.0002441632095724344
235520,0.0002441375982016325
236544,0.0002441120013827458
237568,0.0002440864045638591
238592,0.00024406079319305718
239616,0.00024403519637417048
240640,0.00024400959955528378
241664,0.0002439840027363971
242688,0.0002439584059175104
243712,0.00024393279454670846
244736,0.00024390719772782177
245760,0.00024388160090893507
246784,0.00024385600409004837
247808,0.00024383040727116168
248832,0.00024380479590035975
249856,0.00024377919908147305
250880,0.00024375360226258636
251904,0.00024372800544369966
252928,0.00024370239407289773
253952,0.00024367679725401103
254976,0.00024365120043512434
256000,0.00024362560361623764
257024,0.00024360000679735094
258048,0.00024357439542654902
259072,0.00024354879860766232
260096,0.00024352320178877562
261120,0.00024349760496988893
262144,0.000243471993599087
263168,0.0002434463967802003
264192,0.0002434207999613136
265216,0.0002433952031424269
266240,0.0002433696063235402
267264,0.00024334399495273829
268288,0.0002433183981338516
269312,0.0002432928013149649
270336,0.0002432672044960782
271360,0.00024324159312527627
272384,0.00024321599630638957
273408,0.00024319039948750287
274432,0.00024316480266861618
275456,0.00024313920584972948
276480,0.00024311359447892755
277504,0.00024308799766004086
278528,0.00024306240084115416
279552,0.00024303680402226746
280576,0.00024301120720338076
281600,0.00024298559583257884
282624,0.00024295999901369214
283648,0.00024293440219480544
284672,0.00024290880537591875
285696,0.00024288319400511682
286720,0.00024285759718623012
287744,0.00024283200036734343
288768,0.00024280640354845673
289792,0.00024278080672957003
290816,0.0002427551953587681
291840,0.0002427295985398814
292864,0.0002427040017209947
293888,0.00024267840490210801
294912,0.0002426527935313061
295936,0.0002426271967124194
296960,0.0002426015998935327
297984,0.000242576003074646
299008,0.0002425504062557593
300032,0.00024252479488495737
301056,0.00024249919806607068
302080,0.00024247360124718398
303104,0.00024244800442829728
304128,0.00024242239305749536
305152,0.00024239679623860866
306176,0.00024237119941972196
307200,0.00024234560260083526
308224,0.00024232000578194857
309248,0.00024229439441114664
310272,0.00024226879759225994
311296,0.00024224320077337325
312320,0.00024221760395448655
313344,0.00024219200713559985
314368,0.00024216639576479793
315392,0.00024214079894591123
316416,0.00024211520212702453
317440,0.00024208960530813783
318464,0.0002420639939373359
319488,0.0002420383971184492
320512,0.00024201280029956251
321536,0.00024198720348067582
322560,0.00024196160666178912
323584,0.0002419359952909872
324608,0.0002419103984721005
325632,0.0002418848016532138
326656,0.0002418592048343271
327680,0.00024183359346352518
328704,0.00024180799664463848
329728,0.00024178239982575178
330752,0.00024175680300686508
331776,0.0002417312061879784
332800,0.00024170559481717646
333824,0.00024167999799828976
334848,0.00024165440117940307
335872,0.00024162880436051637
336896,0.00024160319298971444
337920,0.00024157759617082775
338944,0.00024155199935194105
339968,0.00024152640253305435
340992,0.00024150080571416765
342016,0.00024147519434336573
343040,0.00024144959752447903
344064,0.00024142400070559233
345088,0.00024139840388670564
346112,0.00024137280706781894
347136,0.00024134719569701701
348160,0.00024132159887813032
349184,0.00024129600205924362
350208,0.00024127040524035692
351232,0.000241244793869555
352256,0.0002412191970506683
353280,0.0002411936002317816
354304,0.0002411680034128949
355328,0.0002411424065940082
356352,0.00024111679522320628
357376,0.00024109119840431958
358400,0.0002410656015854329
359424,0.0002410400047665462
360448,0.00024101439339574426
361472,0.00024098879657685757
362496,0.00024096319975797087
363520,0.00024093760293908417
364544,0.00024091200612019747
365568,0.00024088639474939555
366592,0.00024086079793050885
367616,0.00024083520111162215
368640,0.00024080960429273546
369664,0.00024078399292193353
370688,0.00024075839610304683
371712,0.00024073279928416014
372736,0.00024070720246527344
373760,0.00024068160564638674
374784,0.00024065599427558482
375808,0.00024063039745669812
376832,0.00024060480063781142
377856,0.00024057920381892473
378880,0.00024055360700003803
379904,0.0002405279956292361
380928,0.0002405023988103494
381952,0.0002404768019914627
382976,0.000240451205172576
384000,0.00024042559380177408
385024,0.0002403999969828874
386048,0.0002403744001640007
387072,0.000240348803345114
388096,0.0002403232065262273
389120,0.00024029759515542537
390144,0.00024027199833653867
391168,0.00024024640151765198
392192,0.00024022080469876528
393216,0.00024019519332796335
394240,0.00024016959650907665
395264,0.00024014399969018996
396288,0.00024011840287130326
397312,0.00024009280605241656
398336,0.00024006719468161464
399360,0.00024004159786272794
400000,0.00024001600104384124
401408,0.00023999040422495455
402432,0.00023996479285415262
403456,0.00023993919603526592
404480,0.00023991359921637923
405504,0.00023988800239749253
406528,0.00023986240557860583
407552,0.0002398367942078039
408576,0.0002398111973889172
409600,0.0002397856005700305
410624,0.0002397600037511438
411648,0.00023973440693225712
412672,0.0002397087955614552
413696,0.0002396831987425685
414720,0.0002396576019236818
415744,0.0002396320051047951
416768,0.00023960639373399317
417792,0.00023958079691510648
418816,0.00023955520009621978
419840,0.00023952960327733308
420864,0.00023950400645844638
421888,0.00023947839508764446
422912,0.00023945279826875776
423936,0.00023942720144987106
424960,0.00023940160463098437
425984,0.00023937599326018244
427008,0.00023935039644129574
428032,0.00023932479962240905
429056,0.00023929920280352235
430080,0.00023927360598463565
431104,0.00023924799461383373
432128,0.00023922239779494703
433152,0.00023919680097606033
434176,0.00023917120415717363
435200,0.0002391455927863717
436224,0.000239119995967485
437248,0.0002390943991485983
438272,0.00023906880232971162
439296,0.00023904320551082492
440320,0.000239017594140023
441344,0.0002389919973211363
442368,0.0002389664005022496
443392,0.0002389408036833629
444416,0.0002389152068644762
445440,0.00023888959549367428
446464,0.00023886399867478758
447488,0.00023883840185590088
448512,0.00023881280503701419
449536,0.00023878719366621226
450560,0.00023876159684732556
451584,0.00023873600002843887
452608,0.00023871040320955217
453632,0.00023868480639066547
454656,0.00023865919501986355
455680,0.00023863359820097685
456704,0.00023860800138209015
457728,0.00023858240456320345
458752,0.00023855679319240153
459776,0.00023853119637351483
460800,0.00023850559955462813
461824,0.00023848000273574144
462848,0.00023845440591685474
463872,0.0002384287945460528
464896,0.00023840319772716612
465920,0.00023837760090827942
466944,0.00023835200408939272
467968,0.00023832640727050602
468992,0.0002383007958997041
470016,0.0002382751990808174
471040,0.0002382496022619307
472064,0.000238224005443044
473088,0.00023819839407224208
474112,0.00023817279725335538
475136,0.0002381472004344687
476160,0.000238121603615582
477184,0.0002380960067966953
478208,0.00023807039542589337
479232,0.00023804479860700667
480256,0.00023801920178811997
481280,0.00023799360496923327
482304,0.00023796799359843135
483328,0.00023794239677954465
484352,0.00023791679996065795
485376,0.00023789120314177126
486400,0.00023786560632288456
487424,0.00023783999495208263
488448,0.00023781439813319594
489472,0.00023778880131430924
490496,0.00023776320449542254
491520,0.00023773759312462062
492544,0.00023771199630573392
493568,0.00023768639948684722
494592,0.00023766080266796052
495616,0.00023763520584907383
496640,0.0002376095944782719
497664,0.0002375839976593852
498688,0.0002375584008404985
499712,0.0002375328040216118
500736,0.0002375072072027251
501760,0.0002374815958319232
502784,0.0002374559990130365
503808,0.0002374304021941498
504832,0.0002374048053752631
505856,0.00023737919400446117
506880,0.00023735359718557447
507904,0.00023732800036668777
508928,0.00023730240354780108
509952,0.00023727680672891438
510976,0.00023725119535811245
512000,0.00023722559853922576
513024,0.00023720000172033906
514048,0.00023717440490145236
515072,0.00023714879353065044
516096,0.00023712319671176374
517120,0.00023709759989287704
518144,0.00023707200307399035
519168,0.00023704640625510365
520192,0.00023702079488430172
521216,0.00023699519806541502
522240,0.00023696960124652833
523264,0.00023694400442764163
524288,0.0002369183930568397
525312,0.000236892796237953
526336,0.0002368671994190663
527360,0.0002368416026001796
528384,0.00023681600578129292
529408,0.000236790394410491
530432,0.0002367647975916043
531456,0.0002367392007727176
532480,0.0002367136039538309
533504,0.0002366880071349442
534528,0.00023666239576414227
535552,0.00023663679894525558
536576,0.00023661120212636888
537600,0.00023658560530748218
538624,0.00023655999393668026
539648,0.00023653439711779356
540672,0.00023650880029890686
541696,0.00023648320348002017
542720,0.00023645760666113347
543744,0.00023643199529033154
544768,0.00023640639847144485
545792,0.00023638080165255815
546816,0.00023635520483367145
547840,0.00023632959346286952
548864,0.00023630399664398283
549888,0.00023627839982509613
550912,0.00023625280300620943
551936,0.00023622720618732274
552960,0.0002362015948165208
553984,0.0002361759979976341
555008,0.00023615040117874742
556032,0.00023612480435986072
557056,0.0002360991929890588
558080,0.0002360735961701721
559104,0.0002360479993512854
560128,0.0002360224025323987
561152,0.000235996805713512
562176,0.00023597119434271008
563200,0.00023594559752382338
564224,0.00023592000070493668
565248,0.00023589440388604999
566272,0.0002358688070671633
567296,0.00023584319569636136
568320,0.00023581759887747467
569344,0.00023579200205858797
570368,0.00023576640523970127
571392,0.00023574079386889935
572416,0.00023571519705001265
573440,0.00023568960023112595
574464,0.00023566400341223925
575488,0.00023563840659335256
576512,0.00023561279522255063
577536,0.00023558719840366393
578560,0.00023556160158477724
579584,0.00023553600476589054
580608,0.0002355103933950886
581632,0.00023548479657620192
582656,0.00023545919975731522
583680,0.00023543360293842852
584704,0.00023540800611954182
585728,0.0002353823947487399
586752,0.0002353567979298532
587776,0.0002353312011109665
588800,0.0002353056042920798
589824,0.00023527999292127788
590848,0.00023525439610239118
591872,0.00023522879928350449
592896,0.0002352032024646178
593920,0.0002351776056457311
594944,0.00023515199427492917
595968,0.00023512639745604247
596992,0.00023510080063715577
598016,0.00023507520381826907
599040,0.00023504960699938238
600000,0.00023502399562858045
601088,0.00023499839880969375
602112,0.00023497280199080706
603136,0.00023494720517192036
604160,0.00023492159380111843
605184,0.00023489599698223174
606208,0.00023487040016334504
607232,0.00023484480334445834
608256,0.00023481920652557164
609280,0.00023479359515476972
610304,0.00023476799833588302
611328,0.00023474240151699632
612352,0.00023471680469810963
613376,0.0002346911933273077
614400,0.000234665596508421
615424,0.0002346399996895343
616448,0.0002346144028706476
617472,0.0002345888060517609
618496,0.00023456319468095899
619520,0.0002345375978620723
620544,0.0002345120010431856
621568,0.0002344864042242989
622592,0.00023446079285349697
623616,0.00023443519603461027
624640,0.00023440959921572357
625664,0.00023438400239683688
626688,0.00023435840557795018
627712,0.00023433279420714825
628736,0.00023430719738826156
629760,0.00023428160056937486
630784,0.00023425600375048816
631808,0.00023423040693160146
632832,0.00023420479556079954
633856,0.00023417919874191284
634880,0.00023415360192302614
635904,0.00023412800510413945
636928,0.00023410239373333752
637952,0.00023407679691445082
638976,0.00023405120009556413
640000,0.00023402560327667743
641024,0.00023400000645779073
642048,0.0002339743950869888
643072,0.0002339487982681021
644096,0.0002339232014492154
645120,0.00023389760463032871
646144,0.0002338719932595268
647168,0.0002338463964406401
648192,0.0002338207996217534
649216,0.0002337952028028667
650240,0.00023376960598398
651264,0.00023374399461317807
652288,0.00023371839779429138
653312,0.00023369280097540468
654336,0.00023366720415651798
655360,0.00023364159278571606
656384,0.00023361599596682936
657408,0.00023359039914794266
658432,0.00023356480232905596
659456,0.00023353920551016927
660480,0.00023351359413936734
661504,0.00023348799732048064
662528,0.00023346240050159395
663552,0.00023343680368270725
664576,0.00023341120686382055
665600,0.00023338559549301863
666624,0.00023335999867413193
667648,0.00023333440185524523
668672,0.00023330880503635854
669696,0.0002332831936655566
670720,0.0002332575968466699
671744,0.00023323200002778322
672768,0.00023320640320889652
673792,0.00023318080639000982
674816,0.0002331551950192079
675840,0.0002331295982003212
676864,0.0002331040013814345
677888,0.0002330784045625478
678912,0.00023305279319174588
679936,0.00023302719637285918
680960,0.00023300159955397248
681984,0.00023297600273508579
683008,0.0002329504059161991
684032,0.00023292479454539716
685056,0.00023289919772651047
686080,0.00023287360090762377
687104,0.00023284800408873707
688128,0.00023282240726985037
689152,0.00023279679589904845
690176,0.00023277119908016175
691200,0.00023274560226127505
692224,0.00023272000544238836
693248,0.00023269439407158643
694272,0.00023266879725269973
695296,0.00023264320043381304
696320,0.00023261760361492634
697344,0.00023259200679603964
698368,0.00023256639542523772
699392,0.00023254079860635102
700416,0.00023251520178746432
701440,0.00023248960496857762
702464,0.0002324639935977757
703488,0.000232438396778889
704512,0.0002324127999600023
705536,0.0002323872031411156
706560,0.0002323616063222289
707584,0.00023233599495142698
708608,0.00023231039813254029
709632,0.0002322848013136536
710656,0.0002322592044947669
711680,0.00023223359312396497
712704,0.00023220799630507827
713728,0.00023218239948619157
714752,0.00023215680266730487
715776,0.00023213120584841818
716800,0.00023210559447761625
717824,0.00023207999765872955
718848,0.00023205440083984286
719872,0.00023202880402095616
720896,0.00023200320720206946
721920,0.00023197759583126754
722944,0.00023195199901238084
723968,0.00023192640219349414
724992,0.00023190080537460744
726016,0.00023187519400380552
727040,0.00023184959718491882
728064,0.00023182400036603212
729088,0.00023179840354714543
730112,0.00023177280672825873
731136,0.0002317471953574568
732160,0.0002317215985385701
733184,0.0002316960017196834
734208,0.0002316704049007967
735232,0.00023164479352999479
736256,0.0002316191967111081
737280,0.0002315935998922214
738304,0.0002315680030733347
739328,0.000231542406254448
740352,0.00023151679488364607
741376,0.00023149119806475937
742400,0.00023146560124587268
743424,0.00023144000442698598
744448,0.00023141439305618405
745472,0.00023138879623729736
746496,0.00023136319941841066
747520,0.00023133760259952396
748544,0.00023131200578063726
749568,0.00023128639440983534
750592,0.00023126079759094864
751616,0.00023123520077206194
752640,0.00023120960395317525
753664,0.00023118400713428855
754688,0.00023115839576348662
755712,0.00023113279894459993
756736,0.00023110720212571323
757760,0.00023108160530682653
758784,0.0002310559939360246
759808,0.0002310303971171379
760832,0.0002310048002982512
761856,0.00023097920347936451
762880,0.00023095360666047782
763904,0.0002309279952896759
764928,0.0002309023984707892
765952,0.0002308768016519025
766976,0.0002308512048330158
768000,0.00023082559346221387
769024,0.00023079999664332718
770048,0.00023077439982444048
771072,0.00023074880300555378
772096,0.00023072320618666708
773120,0.00023069759481586516
774144,0.00023067199799697846
775168,0.00023064640117809176
776192,0.00023062080435920507
777216,0.00023059519298840314
778240,0.00023056959616951644
779264,0.00023054399935062975
780288,0.00023051840253174305
781312,0.00023049280571285635
782336,0.00023046719434205443
783360,0.00023044159752316773
784384,0.00023041600070428103
785408,0.00023039040388539433
786432,0.00023036480706650764
787456,0.0002303391956957057
788480,0.00023031359887681901
789504,0.00023028800205793232
790528,0.00023026240523904562
791552,0.0002302367938682437
792576,0.000230211197049357
793600,0.0002301856002304703
794624,0.0002301600034115836
795648,0.0002301344065926969
796672,0.00023010879522189498
797696,0.00023008319840300828
798720,0.00023005760158412158
799744,0.0002300320047652349
800000,0.00023000639339443296
801792,0.00022998079657554626
802816,0.00022995519975665957
803840,0.00022992960293777287
804864,0.00022990400611888617
805888,0.00022987839474808425
806912,0.00022985279792919755
807936,0.00022982720111031085
808960,0.00022980160429142416
809984,0.00022977599292062223
811008,0.00022975039610173553
812032,0.00022972479928284883
813056,0.00022969920246396214
814080,0.00022967360564507544
815104,0.00022964799427427351
816128,0.00022962239745538682
817152,0.00022959680063650012
818176,0.00022957120381761342
819200,0.00022954560699872673
820224,0.0002295199956279248
821248,0.0002294943988090381
822272,0.0002294688019901514
823296,0.0002294432051712647
824320,0.00022941759380046278
825344,0.00022939199698157609
826368,0.0002293664001626894
827392,0.0002293408033438027
828416,0.000229315206524916
829440,0.00022928959515411407
830464,0.00022926399833522737
831488,0.00022923840151634067
832512,0.00022921280469745398
833536,0.00022918719332665205
834560,0.00022916159650776535
835584,0.00022913599968887866
836608,0.00022911040286999196
837632,0.00022908480605110526
838656,0.00022905919468030334
839680,0.00022903359786141664
840704,0.00022900800104252994
841728,0.00022898240422364324
842752,0.00022895679285284132
843776,0.00022893119603395462
844800,0.00022890559921506792
845824,0.00022888000239618123
846848,0.00022885440557729453
847872,0.0002288287942064926
848896,0.0002288031973876059
849920,0.0002287776005687192
850944,0.0002287520037498325
851968,0.00022872640693094581
852992,0.0002287007955601439
854016,0.0002286751987412572
855040,0.0002286496019223705
856064,0.0002286240051034838
857088,0.00022859839373268187
858112,0.00022857279691379517
859136,0.00022854720009490848
860160,0.00022852160327602178
861184,0.00022849600645713508
862208,0.00022847039508633316
863232,0.00022844479826744646
864256,0.00022841920144855976
865280,0.00022839360462967306
866304,0.00022836799325887114
867328,0.00022834239643998444
868352,0.00022831679962109774
869376,0.00022829120280221105
870400,0.00022826560598332435
871424,0.00022823999461252242
872448,0.00022821439779363573
873472,0.00022818880097474903
874496,0.00022816320415586233
875520,0.0002281375927850604
876544,0.0002281119959661737
877568,0.000228086399147287
878592,0.00022806080232840031
879616,0.00022803520550951362
880640,0.0002280095941387117
881664,0.000227983997319825
882688,0.0002279584005009383
883712,0.0002279328036820516
884736,0.0002279072068631649
885760,0.00022788159549236298
886784,0.00022785599867347628
887808,0.00022783040185458958
888832,0.00022780480503570288
889856,0.00022777919366490096
890880,0.00022775359684601426
891904,0.00022772800002712756
892928,0.00022770240320824087
893952,0.00022767680638935417
894976,0.00022765119501855224
896000,0.00022762559819966555
897024,0.00022760000138077885
898048,0.00022757440456189215
899072,0.00022754879319109023
900096,0.00022752319637220353
901120,0.00022749759955331683
902144,0.00022747200273443013
903168,0.00022744640591554344
904192,0.0002274207945447415
905216,0.00022739519772585481
906240,0.00022736960090696812
907264,0.00022734400408808142
908288,0.00022731840726919472
909312,0.0002272927958983928
910336,0.0002272671990795061
911360,0.0002272416022606194
912384,0.0002272160054417327
913408,0.00022719039407093078
914432,0.00022716479725204408
915456,0.00022713920043315738
916480,0.0002271136036142707
917504,0.000227088006795384
918528,0.00022706239542458206
919552,0.00022703679860569537
920576,0.00022701120178680867
921600,0.00022698560496792197
922624,0.00022695999359712005
923648,0.00022693439677823335
924672,0.00022690879995934665
925696,0.00022688320314045995
926720,0.00022685760632157326
927744,0.00022683199495077133
928768,0.00022680639813188463
929792,0.00022678080131299794
930816,0.00022675520449411124
931840,0.00022672959312330931
932864,0.00022670399630442262
933888,0.00022667839948553592
934912,0.00022665280266664922
935936,0.00022662720584776253
936960,0.0002266015944769606
937984,0.0002265759976580739
939008,0.0002265504008391872
940032,0.0002265248040203005
941056,0.0002264992072014138
942080,0.00022647359583061188
943104,0.0002264479990117252
944128,0.0002264224021928385
945152,0.0002263968053739518
946176,0.00022637119400314987
947200,0.00022634559718426317
948224,0.00022632000036537647
949248,0.00022629440354648978
950272,0.00022626880672760308
951296,0.00022624319535680115
952320,0.00022621759853791445
953344,0.00022619200171902776
954368,0.00022616640490014106
955392,0.00022614079352933913
956416,0.00022611519671045244
957440,0.00022608959989156574
958464,0.00022606400307267904
959488,0.00022603840625379235
960512,0.00022601279488299042
961536,0.00022598719806410372
962560,0.00022596160124521703
963584,0.00022593600442633033
964608,0.0002259103930555284
965632,0.0002258847962366417
966656,0.000225859199417755
967680,0.0002258336025988683
968704,0.0002258080057799816
969728,0.0002257823944091797
970752,0.000225756797590293
971776,0.0002257312007714063
972800,0.0002257056039525196
973824,0.0002256800071336329
974848,0.00022565439576283097
975872,0.00022562879894394428
976896,0.00022560320212505758
977920,0.00022557760530617088
978944,0.00022555199393536896
979968,0.00022552639711648226
980992,0.00022550080029759556
982016,0.00022547520347870886
983040,0.00022544960665982217
984064,0.00022542399528902024
985088,0.00022539839847013354
986112,0.00022537280165124685
987136,0.00022534720483236015
988160,0.00022532159346155822
989184,0.00022529599664267153
990208,0.00022527039982378483
991232,0.00022524480300489813
992256,0.00022521920618601143
993280,0.0002251935948152095
994304,0.0002251679979963228
995328,0.0002251424011774361
996352,0.00022511680435854942
997376,0.0002250911929877475
998400,0.0002250655961688608
999424,0.0002250399993499741
1000000,0.0002250144025310874
1001472,0.0002249888057122007
1002496,0.00022496319434139878
1003520,0.00022493759752251208
1004544,0.00022491200070362538
1005568,0.00022488640388473868
1006592,0.00022486080706585199
1007616,0.00022483519569505006
1008640,0.00022480959887616336
1009664,0.00022478400205727667
1010688,0.00022475840523838997
1011712,0.00022473279386758804
1012736,0.00022470719704870135
1013760,0.00022468160022981465
1014784,0.00022465600341092795
1015808,0.00022463040659204125
1016832,0.00022460479522123933
1017856,0.00022457919840235263
1018880,0.00022455360158346593
1019904,0.00022452800476457924
1020928,0.0002245023933937773
1021952,0.00022447679657489061
1022976,0.00022445119975600392
1024000,0.00022442560293711722
1025024,0.00022440000611823052
1026048,0.0002243743947474286
1027072,0.0002243487979285419
1028096,0.0002243232011096552
1029120,0.0002242976042907685
1030144,0.00022427199291996658
1031168,0.00022424639610107988
1032192,0.00022422079928219318
1033216,0.0002241952024633065
1034240,0.0002241696056444198
1035264,0.00022414399427361786
1036288,0.00022411839745473117
1037312,0.00022409280063584447
1038336,0.00022406720381695777
1039360,0.00022404160699807107
1040384,0.00022401599562726915
1041408,0.00022399039880838245
1042432,0.00022396480198949575
1043456,0.00022393920517060906
1044480,0.00022391359379980713
1045504,0.00022388799698092043
1046528,0.00022386240016203374
1047552,0.00022383680334314704
1048576,0.00022381120652426034
1049600,0.00022378559515345842
1050624,0.00022375999833457172
1051648,0.00022373440151568502
1052672,0.00022370880469679832
1053696,0.0002236831933259964
1054720,0.0002236575965071097
1055744,0.000223631999688223
1056768,0.0002236064028693363
1057792,0.0002235808060504496
1058816,0.00022355519467964768
1059840,0.000223529597860761
1060864,0.0002235040010418743
1061888,0.0002234784042229876
1062912,0.00022345279285218567
1063936,0.00022342719603329897
1064960,0.00022340159921441227
1065984,0.00022337600239552557
1067008,0.00022335040557663888
1068032,0.00022332479420583695
1069056,0.00022329919738695025
1070080,0.00022327360056806356
1071104,0.00022324800374917686
1072128,0.00022322240693029016
1073152,0.00022319679555948824
1074176,0.00022317119874060154
1075200,0.00022314560192171484
1076224,0.00022312000510282815
1077248,0.00022309439373202622
1078272,0.00022306879691313952
1079296,0.00022304320009425282
1080320,0.00022301760327536613
1081344,0.00022299200645647943
1082368,0.0002229663950856775
1083392,0.0002229407982667908
1084416,0.0002229152014479041
1085440,0.0002228896046290174
1086464,0.0002228639932582155
1087488,0.0002228383964393288
1088512,0.0002228127996204421
1089536,0.0002227872028015554
1090560,0.0002227616059826687
1091584,0.00022273599461186677
1092608,0.00022271039779298007
1093632,0.00022268480097409338
1094656,0.00022265920415520668
1095680,0.00022263359278440475
1096704,0.00022260799596551806
