step,train/loss
2048,0.4376834034919739
3072,0.3475781977176666
4096,0.2722529172897339
5120,0.7476866841316223
6144,0.7349346876144409
7168,0.39430785179138184
8192,0.40751874446868896
9216,0.5105947256088257
10240,0.6370782256126404
11264,0.3222561478614807
12288,0.8732011914253235
13312,0.7411712408065796
14336,0.5283998847007751
15360,0.4054540693759918
16384,0.5655218362808228
17408,0.45170289278030396
18432,0.354698121547699
19456,0.6558058261871338
20480,1.187191367149353
21504,0.431587815284729
22528,0.5935890674591064
23552,0.9750004410743713
24576,0.4351384937763214
25600,0.40881264209747314
26624,0.5505626201629639
27648,0.7756101489067078
28672,0.3251846730709076
29696,0.6178773641586304
30720,0.46271929144859314
31744,0.37926122546195984
32768,0.5285195708274841
33792,0.651944100856781
34816,0.5761952996253967
35840,0.3737412989139557
36864,0.41146162152290344
37888,0.569185197353363
38912,0.32980701327323914
39936,0.4096531569957733
40960,0.4254022538661957
41984,0.390679270029068
43008,0.3406801223754883
44032,0.9501928687095642
45056,0.5580901503562927
46080,0.6096632480621338
47104,0.46844032406806946
48128,0.8525479435920715
49152,0.7504260540008545
50176,0.35815107822418213
51200,0.44531184434890747
52224,0.3550184667110443
53248,0.4859403967857361
54272,0.48458224534988403
55296,0.5604486465454102
56320,0.9891927242279053
57344,0.3748936653137207
58368,0.5586989521980286
59392,0.46753543615341187
60416,0.3441711962223053
61440,0.24915163218975067
62464,0.6470333933830261
63488,0.3906644582748413
64512,0.4095213711261749
65536,0.5205508470535278
66560,0.6217960119247437
67584,0.4937098026275635
68608,0.47724229097366333
69632,0.40235254168510437
70656,0.6297845840454102
71680,0.6366000175476074
72704,0.7804710268974304
73728,0.45807117223739624
74752,0.47320759296417236
75776,0.4272443354129791
76800,0.5081276893615723
77824,0.3877795338630676
78848,0.39263075590133667
79872,0.37501072883605957
80896,0.37933576107025146
81920,0.6120216846466064
82944,0.405784010887146
83968,0.4861971139907837
84992,0.3905823230743408
86016,0.41292884945869446
87040,0.4532294273376465
88064,0.5621397495269775
89088,0.27378615736961365
90112,0.46563926339149475
91136,0.5365674495697021
92160,0.3526298999786377
93184,0.36520740389823914
94208,0.5862114429473877
95232,0.5909362435340881
96256,0.6232346296310425
97280,0.5815607309341431
98304,0.6888282895088196
99328,0.39436590671539307
100352,0.6031489372253418
101376,0.7088696360588074
102400,0.6037983894348145
103424,0.686870813369751
104448,0.3999861180782318
105472,0.6000943779945374
106496,0.3638487458229065
107520,0.37466225028038025
108544,0.7017825841903687
109568,0.31327131390571594
110592,0.423249214887619
111616,0.4172532260417938
112640,0.8097690939903259
113664,0.30719950795173645
114688,0.749562680721283
115712,0.550369918346405
116736,0.22843194007873535
117760,0.25993287563323975
118784,0.5068719983100891
119808,0.5325483083724976
120832,0.4265683591365814
121856,1.001357078552246
122880,0.6466154456138611
123904,0.34322160482406616
124928,0.3985207974910736
125952,0.3500767946243286
126976,0.5845623016357422
128000,0.7977423667907715
129024,1.4009805917739868
130048,0.3237993121147156
131072,0.34626224637031555
132096,0.33644744753837585
133120,0.4886849522590637
134144,0.37133193016052246
135168,0.3798505663871765
136192,0.9342253804206848
137216,0.9312335848808289
138240,0.29052674770355225
139264,0.6795686483383179
140288,0.9896758198738098
141312,0.33635109663009644
142336,0.2907349169254303
143360,0.7425792813301086
144384,0.6447898149490356
145408,0.36812978982925415
146432,0.9413366913795471
147456,0.7968564629554749
148480,0.27924075722694397
149504,0.5491687059402466
150528,0.5010747909545898
151552,0.2660166919231415
152576,0.576967179775238
153600,0.5032014846801758
154624,0.36288031935691833
155648,0.4693530201911926
156672,0.45241522789001465
157696,0.8099504709243774
158720,0.523536205291748
159744,0.3615219295024872
160768,0.7294154167175293
161792,0.7448564171791077
162816,0.2364376038312912
163840,0.431567907333374
164864,0.5435351729393005
165888,0.5537217855453491
166912,0.6899690628051758
167936,0.5796504616737366
168960,0.9362308382987976
169984,0.5160781145095825
171008,0.4512188732624054
172032,0.5748112797737122
173056,0.48667484521865845
174080,0.7038255333900452
175104,0.6347978115081787
176128,0.4434663951396942
177152,0.4825023114681244
178176,0.626847505569458
179200,0.31109878420829773
180224,0.32232239842414856
181248,0.26488956809043884
182272,0.483353853225708
183296,0.44197362661361694
184320,0.3900659382343292
185344,0.5842190384864807
186368,0.6569195985794067
187392,0.4805159568786621
188416,0.3541119694709778
189440,0.789532482624054
190464,0.6298882961273193
191488,0.44384118914604187
