step,rollout/return
1024,233.3333282470703
2048,241.07142639160156
3072,234.78260803222656
4096,233.60655212402344
5120,240.25973510742188
6144,250.0
7168,258.0
8192,263.0
9216,254.5
10240,257.5
11264,262.5
12288,240.5
13312,238.0
14336,234.5
15360,236.0
16384,233.5
17408,223.0
18432,233.0
19456,231.0
20480,219.5
21504,230.5
22528,232.0
23552,232.0
24576,251.0
25600,252.5
26624,269.5
27648,267.0
28672,256.5
29696,262.5
30720,249.5
31744,245.5
32768,235.0
33792,238.5
34816,249.0
35840,251.0
36864,252.5
37888,248.0
38912,250.0
39936,243.5
40960,247.5
41984,260.5
43008,266.5
44032,269.0
45056,272.5
46080,277.5
47104,270.0
48128,255.0
49152,243.5
50176,248.0
51200,248.0
52224,250.5
53248,244.5
54272,258.0
55296,252.5
56320,246.5
57344,238.0
58368,233.5
59392,243.5
60416,227.5
61440,247.5
62464,264.5
63488,269.5
64512,281.5
65536,276.5
66560,279.0
67584,280.0
68608,269.5
69632,270.5
70656,268.5
71680,256.5
72704,263.5
73728,255.0
74752,251.0
75776,263.0
76800,249.0
77824,249.0
78848,250.0
79872,256.0
80896,243.0
81920,235.5
82944,235.0
83968,238.5
84992,241.5
86016,249.0
87040,252.5
88064,262.0
89088,257.0
90112,258.5
91136,261.0
92160,252.5
93184,256.0
94208,244.5
95232,268.5
96256,261.0
97280,257.0
98304,251.0
99328,250.0
100352,252.0
101376,236.0
102400,247.0
103424,255.5
104448,254.5
105472,253.5
106496,253.5
107520,249.0
108544,240.0
109568,233.5
110592,236.5
111616,234.0
112640,232.5
113664,233.5
114688,237.0
115712,252.0
116736,239.5
117760,260.0
118784,269.0
119808,275.5
120832,286.0
121856,288.5
122880,289.5
123904,299.5
124928,287.5
125952,295.5
126976,283.5
128000,274.0
129024,271.0
130048,264.0
131072,275.0
132096,258.5
133120,267.5
134144,263.5
135168,262.0
136192,246.0
137216,231.0
138240,237.5
139264,236.0
140288,242.0
141312,247.5
142336,255.5
143360,261.0
144384,267.5
145408,262.0
146432,257.0
147456,263.5
148480,258.0
149504,244.0
150528,251.5
151552,248.5
152576,255.0
153600,243.0
154624,246.0
155648,259.5
156672,265.5
157696,270.5
158720,270.0
159744,281.0
160768,285.5
161792,288.0
162816,290.0
163840,284.5
164864,295.5
165888,289.5
166912,276.5
167936,285.5
168960,271.0
169984,269.0
171008,265.5
172032,278.0
173056,272.5
174080,249.0
175104,260.0
176128,264.0
177152,249.5
178176,251.0
179200,268.0
180224,290.5
181248,282.5
182272,280.0
183296,277.5
184320,270.5
185344,264.5
186368,267.5
187392,275.0
188416,263.0
189440,274.0
190464,287.5
191488,279.5
192512,270.0
193536,265.5
194560,261.0
195584,252.0
196608,245.5
197632,246.0
198656,249.0
199680,261.5
200704,268.5
201728,274.0
202752,284.0
203776,283.5
204800,285.0
205824,292.5
206848,280.5
207872,297.5
208896,285.0
209920,294.0
210944,298.5
211968,286.5
212992,281.5
214016,266.5
215040,274.0
216064,270.0
217088,272.5
218112,283.0
219136,279.0
220160,281.0
221184,297.5
222208,306.0
223232,315.5
224256,312.5
225280,313.0
226304,303.0
227328,297.5
228352,283.0
229376,282.5
230400,279.5
231424,284.0
232448,292.5
233472,299.0
234496,306.0
235520,324.0
236544,320.0
237568,319.0
238592,315.0
239616,307.0
240640,310.0
241664,300.0
242688,292.0
243712,300.5
244736,303.0
245760,310.5
246784,304.0
247808,301.0
248832,308.5
249856,304.0
250880,313.5
251904,307.0
252928,310.0
253952,318.5
254976,327.5
256000,335.5
257024,330.0
258048,323.5
259072,323.0
260096,327.5
261120,323.5
262144,328.0
263168,325.0
264192,328.5
265216,333.0
266240,323.0
267264,325.0
268288,323.5
269312,314.0
270336,319.0
271360,337.5
272384,345.0
273408,337.5
274432,329.5
275456,335.5
276480,338.5
277504,331.0
278528,313.0
279552,322.5
280576,335.5
281600,361.5
282624,361.0
283648,378.5
284672,373.0
285696,379.5
286720,391.5
287744,393.0
288768,397.0
289792,401.0
290816,399.0
291840,398.5
292864,411.0
293888,423.0
294912,423.5
295936,433.0
296960,424.5
297984,422.0
299008,419.0
300032,429.0
301056,418.0
302080,414.0
303104,422.5
304128,414.5
305152,433.0
306176,429.5
307200,445.5
308224,437.5
309248,449.0
310272,444.5
311296,438.5
312320,441.0
313344,430.0
314368,444.0
315392,430.0
316416,451.5
317440,446.5
318464,460.0
319488,471.5
320512,474.0
321536,478.0
322560,474.0
323584,481.5
324608,482.5
325632,473.5
326656,482.5
327680,458.0
328704,443.5
329728,425.0
330752,418.0
331776,396.5
332800,403.0
333824,401.0
334848,396.5
335872,434.0
336896,436.0
337920,456.5
