step,train/value_loss
2048,0.4427620470523834
3072,0.5565341711044312
4096,0.632591187953949
5120,0.7005623579025269
6144,0.6818149089813232
7168,0.741434633731842
8192,0.4915294051170349
9216,0.6165299415588379
10240,0.4586668312549591
11264,0.4382909834384918
12288,0.6354005932807922
13312,0.4461250901222229
14336,0.44919443130493164
15360,0.4765247106552124
16384,0.654797375202179
17408,0.5712391138076782
18432,0.6487826704978943
19456,0.4926571846008301
20480,0.42067739367485046
21504,0.29424038529396057
22528,0.55813068151474
23552,0.527297854423523
24576,0.3620184063911438
25600,0.6818455457687378
26624,0.4657112658023834
27648,0.9263167977333069
28672,0.5716493725776672
29696,0.393793523311615
30720,0.40091168880462646
31744,0.43060559034347534
32768,0.40220409631729126
33792,0.46014854311943054
34816,0.6526737213134766
35840,0.5423564910888672
36864,0.6323152184486389
37888,0.5467577576637268
38912,0.5925227403640747
39936,0.5168396830558777
40960,0.4731883406639099
41984,0.5626685619354248
43008,0.9986241459846497
44032,0.6092293858528137
45056,0.5306580662727356
46080,0.7326856851577759
47104,0.5744161009788513
48128,0.4922313392162323
49152,0.494478315114975
50176,0.4293556809425354
51200,0.6142283082008362
52224,0.5413114428520203
53248,0.5820536613464355
54272,0.5739786028862
55296,0.7098277807235718
56320,0.5125671029090881
57344,0.3868163526058197
58368,0.3970028758049011
59392,0.5138012170791626
60416,0.4717714488506317
61440,0.5899307131767273
62464,0.5004388093948364
63488,0.6940665245056152
64512,0.3641197085380554
65536,0.9338397979736328
66560,0.7568653225898743
67584,0.6639189124107361
68608,0.5826376676559448
69632,0.48693016171455383
70656,0.7249817252159119
71680,0.4439172148704529
72704,0.4520242214202881
73728,0.49107038974761963
74752,0.4713631272315979
75776,0.5933259725570679
76800,0.5087456107139587
77824,0.4078666567802429
78848,0.33086133003234863
79872,0.46878981590270996
80896,0.7150142788887024
81920,0.3500811755657196
82944,0.3392108976840973
83968,0.4043380916118622
84992,0.485120952129364
86016,0.607887327671051
87040,0.6621561050415039
88064,0.60877925157547
89088,0.6711440086364746
90112,0.4501265287399292
91136,0.662674605846405
92160,0.5348566174507141
93184,0.7523987889289856
94208,0.7773817181587219
95232,0.7528718113899231
96256,0.5932633280754089
97280,0.41298916935920715
98304,0.26272886991500854
99328,0.3444911241531372
100352,0.3265950083732605
101376,0.5614007115364075
102400,0.5605970025062561
103424,0.7426071166992188
104448,0.4587916135787964
105472,0.41097477078437805
106496,0.7050153613090515
107520,0.36147820949554443
108544,0.3538028299808502
109568,0.5461273193359375
110592,0.3741964101791382
111616,0.38192373514175415
112640,0.47547537088394165
113664,0.42516085505485535
114688,0.41887086629867554
115712,0.47587889432907104
116736,0.7192885875701904
117760,0.49375951290130615
118784,0.6659520268440247
119808,0.4997316002845764
120832,0.646267294883728
121856,0.6182391047477722
122880,0.648685872554779
123904,0.424324095249176
124928,0.5184619426727295
125952,0.6549113392829895
126976,0.5195865035057068
128000,0.5866232514381409
129024,0.6587538719177246
130048,0.40511998534202576
131072,0.5528891086578369
132096,0.7416578531265259
133120,0.5899895429611206
134144,0.5627790689468384
135168,0.4430735409259796
136192,0.5009689331054688
137216,0.3092978894710541
138240,0.44808560609817505
139264,0.2848873436450958
140288,0.39687448740005493
141312,0.3636452555656433
142336,0.671389639377594
143360,0.6023641228675842
144384,0.49702921509742737
145408,0.5344033241271973
146432,0.43676212430000305
147456,0.5554736852645874
148480,0.6302471160888672
149504,0.4288838505744934
150528,0.42109206318855286
151552,0.35522136092185974
152576,0.2790975272655487
153600,0.8089534044265747
154624,0.360113263130188
155648,0.5229081511497498
156672,0.41903266310691833
157696,0.5325905680656433
158720,0.6077037453651428
159744,0.4796021282672882
160768,0.4698367416858673
161792,0.41237691044807434
162816,0.5357018113136292
163840,0.42455318570137024
164864,0.4347248077392578
165888,0.5489923357963562
166912,0.48791664838790894
167936,0.5703999400138855
168960,0.562796413898468
169984,0.5127413272857666
171008,0.47756731510162354
172032,0.7795522212982178
173056,0.46695268154144287
174080,0.38729095458984375
175104,0.4626818597316742
176128,0.7655142545700073
177152,0.5490868091583252
178176,0.536162793636322
179200,0.5724132657051086
180224,0.4787885248661041
181248,0.557582437992096
182272,0.6624296307563782
183296,0.7053006887435913
184320,0.37022504210472107
185344,0.522924542427063
186368,0.35261794924736023
187392,0.5789349675178528
188416,0.47979164123535156
189440,0.4437687397003174
190464,0.583858847618103
191488,0.4491981565952301
192512,0.4780122637748718
193536,0.5632250308990479
194560,0.6569808721542358
195584,0.4313631057739258
196608,0.3096504509449005
197632,0.3412489593029022
198656,0.5674413442611694
199680,0.45006847381591797
200000,0.6720637083053589
201728,0.509714663028717
202752,0.548251211643219
203776,0.5813933610916138
204800,0.415866494178772
205824,0.49548861384391785
206848,0.2864006757736206
207872,0.6046568155288696
208896,0.7428510189056396
209920,0.7354092597961426
210944,0.6180427074432373
211968,0.6271787881851196
212992,0.5581175684928894
214016,0.4587584137916565
215040,0.6175785660743713
216064,0.3875667452812195
217088,0.5418125987052917
218112,0.7991073131561279
219136,0.6793461441993713
220160,0.45452138781547546
221184,0.5017956495285034
222208,0.7322463989257812
223232,0.8570295572280884
224256,0.6929066181182861
225280,0.6210628747940063
226304,0.4120972454547882
227328,0.5056436061859131
228352,0.6498925685882568
229376,0.4275444746017456
230400,0.5845183730125427
231424,0.536170482635498
232448,0.6859484910964966
233472,0.6810901761054993
234496,0.6924038529396057
235520,0.7154166102409363
236544,0.8157652616500854
237568,0.8071940541267395
238592,0.6695654988288879
239616,0.43239134550094604
240640,0.7036246657371521
241664,0.6952325105667114
242688,0.49095040559768677
243712,0.5274670720100403
244736,0.48873111605644226
245760,0.6132362484931946
246784,0.6992329955101013
247808,0.5988471508026123
248832,0.5417537093162537
249856,0.5886874198913574
250880,0.4727660119533539
251904,0.4758109152317047
252928,0.5775028467178345
253952,0.6719542741775513
254976,0.8924840688705444
256000,0.7486199736595154
257024,0.7252992987632751
258048,0.6862290501594543
259072,0.48661237955093384
260096,0.6932902932167053
261120,0.6412072777748108
262144,0.6458569169044495
263168,0.7056022882461548
264192,0.9611451625823975
265216,0.7192785143852234
266240,0.6557201743125916
267264,0.5529229640960693
268288,0.545028030872345
269312,0.6732452511787415
270336,0.5592443346977234
271360,0.8211668729782104
272384,0.6297246217727661
273408,0.6201252937316895
274432,0.4629020392894745
275456,0.7478750348091125
276480,0.661903977394104
277504,0.49574562907218933
278528,0.5038194060325623
279552,0.5019973516464233
280576,0.6317052245140076
281600,0.4324180483818054
282624,0.5626749992370605
283648,0.44502508640289307
284672,0.5102896690368652
285696,0.6423959732055664
286720,0.8019554615020752
287744,0.6488367319107056
288768,0.8686758875846863
289792,0.5750558376312256
290816,0.9158128499984741
291840,0.915810763835907
292864,0.9788786768913269
293888,0.9380662441253662
294912,1.1860769987106323
295936,0.8848927021026611
296960,1.0570294857025146
297984,0.7429326176643372
299008,0.9149903655052185
300032,0.9704930782318115
301056,0.9708988070487976
302080,0.891547679901123
303104,0.6083244681358337
304128,1.0641602277755737
305152,0.8950920701026917
306176,0.8724254369735718
307200,0.9323897361755371
308224,1.0825990438461304
309248,1.0013792514801025
310272,0.8294442892074585
311296,0.860375165939331
312320,0.752483606338501
313344,0.8409898281097412
314368,0.8201401829719543
315392,0.8498649001121521
316416,1.1899888515472412
317440,1.1321485042572021
318464,0.864473819732666
319488,1.1433978080749512
320512,0.9470094442367554
321536,0.6918697953224182
322560,0.8621299266815186
323584,0.9963170289993286
324608,1.1126257181167603
325632,1.145106315612793
326656,0.9462884664535522
327680,1.1989600658416748
328704,0.895997941493988
329728,0.8847835063934326
330752,0.715473473072052
331776,0.6776630878448486
332800,1.2589226961135864
333824,1.0735633373260498
334848,1.1369614601135254
335872,1.0117624998092651
336896,1.2144672870635986
337920,0.8381428718566895
338944,0.8913159370422363
339968,0.9322507381439209
340992,1.0391077995300293
342016,1.300693392753601
343040,1.2008919715881348
344064,0.9414933323860168
345088,0.8622023463249207
346112,0.9788120985031128
347136,0.8412243127822876
348160,1.3280993700027466
349184,1.2969452142715454
350208,1.6787831783294678
351232,1.428981065750122
352256,1.1561156511306763
353280,0.9586071372032166
354304,1.2897008657455444
355328,0.8279232978820801
356352,1.034217357635498
357376,1.0903104543685913
358400,1.0657881498336792
359424,1.5457695722579956
360448,1.2669538259506226
361472,1.6889537572860718
362496,1.6588528156280518
363520,1.347740888595581
364544,1.087989330291748
365568,1.1082701683044434
366592,1.4588297605514526
367616,1.4857364892959595
368640,1.0745218992233276
369664,1.069693922996521
370688,1.2028918266296387
371712,0.8468272686004639
372736,0.9773469567298889
373760,0.761106550693512
374784,1.0168184041976929
375808,0.81239914894104
376832,1.5166395902633667
377856,1.0375906229019165
378880,1.2470924854278564
379904,1.1417335271835327
380928,1.0755760669708252
381952,1.2247158288955688
382976,1.1691443920135498
384000,1.1498991250991821
385024,1.2922955751419067
386048,1.5678470134735107
387072,1.0197560787200928
388096,0.8771740794181824
389120,1.175057291984558
390144,1.0806411504745483
391168,1.2662644386291504
392192,1.1001192331314087
393216,0.9924943447113037
394240,1.1672179698944092
395264,1.0568859577178955
396288,1.2545443773269653
397312,1.1149836778640747
398336,1.595812439918518
399360,1.2602936029434204
400000,1.2394564151763916
401408,1.2913978099822998
402432,0.7192668318748474
403456,1.1363502740859985
404480,0.9543986320495605
405504,0.9499298334121704
406528,0.8820816874504089
407552,1.3110909461975098
408576,1.6772414445877075
409600,1.3206455707550049
410624,1.3822097778320312
411648,1.197288990020752
412672,0.9608520865440369
413696,1.1253557205200195
414720,1.2657557725906372
415744,1.3143810033798218
416768,1.3322569131851196
417792,1.343711256980896
418816,1.030301809310913
419840,1.2922000885009766
420864,1.208409309387207
421888,0.665848970413208
422912,1.0944552421569824
423936,1.2634899616241455
424960,1.1602318286895752
425984,1.1006169319152832
427008,0.8908528089523315
428032,1.8426647186279297
429056,1.253739595413208
430080,1.5818513631820679
431104,1.1047782897949219
432128,1.390008568763733
433152,1.4774847030639648
434176,1.4670740365982056
435200,1.584436297416687
436224,1.6396543979644775
437248,1.474958062171936
438272,1.569053053855896
439296,1.277829885482788
440320,1.4197630882263184
441344,1.2436074018478394
442368,1.975151538848877
443392,1.3022582530975342
444416,1.2229194641113281
445440,1.320379614830017
446464,1.6098599433898926
447488,1.3610999584197998
448512,1.6020934581756592
449536,2.1846675872802734
450560,1.9876675605773926
451584,1.8972561359405518
452608,1.6476651430130005
453632,1.5218104124069214
454656,1.735041856765747
455680,1.2100791931152344
456704,1.7940179109573364
457728,1.67099928855896
458752,1.993644118309021
459776,1.7594083547592163
460800,1.4278558492660522
461824,0.7956421375274658
462848,1.0405163764953613
463872,1.0842591524124146
464896,1.0862820148468018
465920,1.3625386953353882
466944,1.3889886140823364
467968,1.130185604095459
468992,1.4096591472625732
470016,1.7715648412704468
471040,1.698790192604065
472064,1.8002849817276
473088,1.9539904594421387
474112,1.6977145671844482
475136,1.24151611328125
476160,1.5997166633605957
477184,1.8205920457839966
478208,1.6217730045318604
479232,1.869637370109558
480256,1.3948726654052734
481280,1.6120296716690063
482304,1.5575007200241089
483328,1.9280849695205688
484352,1.5218781232833862
485376,1.5184351205825806
486400,0.9921284914016724
487424,1.159080982208252
488448,1.58169686794281
489472,1.1982314586639404
490496,1.2335572242736816
491520,1.781512975692749
492544,1.431594967842102
493568,1.952270746231079
494592,1.9570953845977783
495616,1.4396698474884033
496640,1.347713589668274
497664,2.0571749210357666
498688,1.1130694150924683
499712,1.204706072807312
500736,1.0978418588638306
501760,1.5236262083053589
502784,1.1285110712051392
503808,1.4557487964630127
504832,1.1409200429916382
505856,1.4155385494232178
506880,1.6288379430770874
507904,1.7436647415161133
508928,1.6637641191482544
509952,1.1782243251800537
510976,1.3299925327301025
512000,1.85011887550354
513024,1.7314656972885132
514048,1.4408208131790161
515072,1.3667274713516235
516096,1.4063469171524048
517120,1.5927468538284302
518144,1.6492996215820312
519168,1.4418165683746338
520192,1.5772513151168823
521216,1.27637779712677
522240,1.4896560907363892
523264,1.717146873474121
524288,1.6427364349365234
525312,1.760337233543396
526336,1.235952615737915
527360,2.5015671253204346
528384,1.7393274307250977
529408,1.5802793502807617
530432,1.5369266271591187
531456,1.4652600288391113
532480,1.955843210220337
533504,1.246366024017334
534528,1.2055554389953613
535552,1.3861076831817627
536576,1.5942212343215942
537600,1.3560128211975098
538624,1.2322056293487549
539648,1.3537766933441162
540672,1.7030583620071411
541696,1.2813242673873901
542720,1.5646741390228271
543744,1.9352799654006958
544768,1.586309552192688
545792,1.7764017581939697
546816,1.7527273893356323
547840,1.687328577041626
548864,1.2323983907699585
549888,0.9416824579238892
550912,1.5651310682296753
551936,1.6581768989562988
552960,1.5015509128570557
553984,1.7933379411697388
555008,1.500793218612671
556032,1.0605522394180298
557056,1.2840253114700317
558080,1.2212063074111938
559104,2.1353659629821777
560128,1.877528190612793
561152,1.475517749786377
562176,1.60761559009552
563200,1.5954164266586304
564224,1.6063066720962524
565248,1.559463381767273
566272,1.7838149070739746
567296,1.683942198753357
568320,1.7294182777404785
