step,train/clip_range
193536,0.09807488322257996
194560,0.09806463867425919
195584,0.09805440157651901
196608,0.09804415702819824
197632,0.09803391993045807
198656,0.0980236828327179
199680,0.09801343828439713
200000,0.09800320118665695
201728,0.09799295663833618
202752,0.09798271954059601
203776,0.09797248244285583
204800,0.09796223789453506
205824,0.09795200079679489
206848,0.09794176369905472
207872,0.09793151915073395
208896,0.09792128205299377
209920,0.097911037504673
210944,0.09790080040693283
211968,0.09789056330919266
212992,0.09788031876087189
214016,0.09787008166313171
215040,0.09785983711481094
216064,0.09784960001707077
217088,0.0978393629193306
218112,0.09782911837100983
219136,0.09781888127326965
220160,0.09780863672494888
221184,0.09779839962720871
222208,0.09778816252946854
223232,0.09777791798114777
224256,0.09776768088340759
225280,0.09775743633508682
226304,0.09774719923734665
227328,0.09773696213960648
228352,0.0977267175912857
229376,0.09771648049354553
230400,0.09770624339580536
231424,0.09769599884748459
232448,0.09768576174974442
233472,0.09767551720142365
234496,0.09766528010368347
235520,0.0976550430059433
236544,0.09764479845762253
237568,0.09763456135988235
238592,0.09762431681156158
239616,0.09761407971382141
240640,0.09760384261608124
241664,0.09759359806776047
242688,0.0975833609700203
243712,0.09757311642169952
244736,0.09756287932395935
245760,0.09755264222621918
246784,0.09754239767789841
247808,0.09753216058015823
248832,0.09752192348241806
249856,0.09751167893409729
250880,0.09750144183635712
251904,0.09749119728803635
252928,0.09748096019029617
253952,0.097470723092556
254976,0.09746047854423523
256000,0.09745024144649506
257024,0.09743999689817429
258048,0.09742975980043411
259072,0.09741952270269394
260096,0.09740927815437317
261120,0.097399041056633
262144,0.09738879650831223
263168,0.09737855941057205
264192,0.09736832231283188
265216,0.09735807776451111
266240,0.09734784066677094
267264,0.09733760356903076
268288,0.09732735902070999
269312,0.09731712192296982
270336,0.09730687737464905
271360,0.09729664027690887
272384,0.0972864031791687
273408,0.09727615863084793
274432,0.09726592153310776
275456,0.09725567698478699
276480,0.09724543988704681
277504,0.09723520278930664
278528,0.09722495824098587
279552,0.0972147211432457
280576,0.09720447659492493
281600,0.09719423949718475
282624,0.09718400239944458
283648,0.09717375785112381
284672,0.09716352075338364
285696,0.09715328365564346
286720,0.09714303910732269
287744,0.09713280200958252
288768,0.09712255746126175
289792,0.09711232036352158
290816,0.0971020832657814
291840,0.09709183871746063
292864,0.09708160161972046
293888,0.09707135707139969
294912,0.09706111997365952
295936,0.09705088287591934
296960,0.09704063832759857
297984,0.0970304012298584
299008,0.09702015668153763
300032,0.09700991958379745
301056,0.09699968248605728
302080,0.09698943793773651
303104,0.09697920083999634
304128,0.09696895629167557
305152,0.0969587191939354
306176,0.09694848209619522
307200,0.09693823754787445
308224,0.09692800045013428
309248,0.0969177633523941
310272,0.09690751880407333
311296,0.09689728170633316
312320,0.09688703715801239
313344,0.09687680006027222
314368,0.09686656296253204
315392,0.09685631841421127
316416,0.0968460813164711
317440,0.09683583676815033
318464,0.09682559967041016
319488,0.09681536257266998
320512,0.09680511802434921
321536,0.09679488092660904
322560,0.09678463637828827
323584,0.0967743992805481
324608,0.09676416218280792
325632,0.09675391763448715
326656,0.09674368053674698
327680,0.0967334434390068
328704,0.09672319889068604
329728,0.09671296179294586
330752,0.09670271724462509
331776,0.09669248014688492
332800,0.09668224304914474
333824,0.09667199850082397
334848,0.0966617614030838
335872,0.09665151685476303
336896,0.09664127975702286
337920,0.09663104265928268
338944,0.09662079811096191
339968,0.09661056101322174
340992,0.09660031646490097
342016,0.0965900793671608
343040,0.09657984226942062
344064,0.09656959772109985
345088,0.09655936062335968
346112,0.0965491235256195
347136,0.09653887897729874
348160,0.09652864187955856
349184,0.09651839733123779
350208,0.09650816023349762
351232,0.09649792313575745
352256,0.09648767858743668
353280,0.0964774414896965
354304,0.09646719694137573
355328,0.09645695984363556
356352,0.09644672274589539
357376,0.09643647819757462
358400,0.09642624109983444
359424,0.09641599655151367
360448,0.0964057594537735
361472,0.09639552235603333
362496,0.09638527780771255
363520,0.09637504070997238
364544,0.09636480361223221
365568,0.09635455906391144
366592,0.09634432196617126
367616,0.0963340774178505
368640,0.09632384032011032
369664,0.09631360322237015
370688,0.09630335867404938
371712,0.0962931215763092
372736,0.09628287702798843
373760,0.09627263993024826
374784,0.09626240283250809
375808,0.09625215828418732
376832,0.09624192118644714
377856,0.09623167663812637
378880,0.0962214395403862
379904,0.09621120244264603
380928,0.09620095789432526
381952,0.09619072079658508
382976,0.09618048369884491
384000,0.09617023915052414
385024,0.09616000205278397
386048,0.0961497575044632
387072,0.09613952040672302
388096,0.09612928330898285
389120,0.09611903876066208
390144,0.0961088016629219
391168,0.09609855711460114
392192,0.09608832001686096
393216,0.09607808291912079
394240,0.09606783837080002
395264,0.09605760127305984
396288,0.09604735672473907
397312,0.0960371196269989
398336,0.09602688252925873
399360,0.09601663798093796
400000,0.09600640088319778
401408,0.09599615633487701
402432,0.09598591923713684
403456,0.09597568213939667
404480,0.0959654375910759
405504,0.09595520049333572
406528,0.09594496339559555
407552,0.09593471884727478
408576,0.0959244817495346
409600,0.09591423720121384
410624,0.09590400010347366
411648,0.09589376300573349
412672,0.09588351845741272
413696,0.09587328135967255
414720,0.09586303681135178
415744,0.0958527997136116
416768,0.09584256261587143
417792,0.09583231806755066
418816,0.09582208096981049
419840,0.09581183642148972
420864,0.09580159932374954
421888,0.09579136222600937
422912,0.0957811176776886
423936,0.09577088057994843
424960,0.09576064348220825
425984,0.09575039893388748
427008,0.09574016183614731
428032,0.09572991728782654
429056,0.09571968019008636
430080,0.09570944309234619
431104,0.09569919854402542
432128,0.09568896144628525
433152,0.09567871689796448
434176,0.0956684798002243
435200,0.09565824270248413
436224,0.09564799815416336
437248,0.09563776105642319
438272,0.09562751650810242
439296,0.09561727941036224
440320,0.09560704231262207
441344,0.0955967977643013
442368,0.09558656066656113
443392,0.09557632356882095
444416,0.09556607902050018
445440,0.09555584192276001
446464,0.09554559737443924
447488,0.09553536027669907
448512,0.09552512317895889
449536,0.09551487863063812
450560,0.09550464153289795
451584,0.09549439698457718
452608,0.095484159886837
453632,0.09547392278909683
454656,0.09546367824077606
455680,0.09545344114303589
456704,0.09544319659471512
457728,0.09543295949697495
458752,0.09542272239923477
459776,0.095412477850914
460800,0.09540224075317383
461824,0.09539200365543365
462848,0.09538175910711288
463872,0.09537152200937271
464896,0.09536127746105194
465920,0.09535104036331177
466944,0.0953408032655716
467968,0.09533055871725082
468992,0.09532032161951065
470016,0.09531007707118988
471040,0.09529983997344971
472064,0.09528960287570953
473088,0.09527935832738876
474112,0.09526912122964859
475136,0.09525887668132782
476160,0.09524863958358765
477184,0.09523840248584747
478208,0.0952281579375267
479232,0.09521792083978653
480256,0.09520767629146576
481280,0.09519743919372559
482304,0.09518720209598541
483328,0.09517695754766464
484352,0.09516672044992447
485376,0.0951564833521843
486400,0.09514623880386353
487424,0.09513600170612335
488448,0.09512575715780258
489472,0.09511552006006241
490496,0.09510528296232224
491520,0.09509503841400146
492544,0.09508480131626129
493568,0.09507455676794052
494592,0.09506431967020035
495616,0.09505408257246017
496640,0.0950438380241394
497664,0.09503360092639923
498688,0.09502335637807846
499712,0.09501311928033829
500736,0.09500288218259811
501760,0.09499263763427734
502784,0.09498240053653717
503808,0.094972163438797
504832,0.09496191889047623
505856,0.09495168179273605
506880,0.09494143724441528
507904,0.09493120014667511
508928,0.09492096304893494
509952,0.09491071850061417
510976,0.09490048140287399
512000,0.09489023685455322
513024,0.09487999975681305
514048,0.09486976265907288
515072,0.0948595181107521
516096,0.09484928101301193
517120,0.09483903646469116
518144,0.09482879936695099
519168,0.09481856226921082
520192,0.09480831772089005
521216,0.09479808062314987
522240,0.0947878435254097
523264,0.09477759897708893
524288,0.09476736187934875
525312,0.09475711733102798
526336,0.09474688023328781
527360,0.09473664313554764
528384,0.09472639858722687
529408,0.0947161614894867
530432,0.09470591694116592
531456,0.09469567984342575
532480,0.09468544274568558
533504,0.09467519819736481
534528,0.09466496109962463
535552,0.09465471655130386
536576,0.09464447945356369
537600,0.09463424235582352
538624,0.09462399780750275
539648,0.09461376070976257
540672,0.0946035236120224
541696,0.09459327906370163
542720,0.09458304196596146
543744,0.09457279741764069
544768,0.09456256031990051
545792,0.09455232322216034
546816,0.09454207867383957
547840,0.0945318415760994
548864,0.09452159702777863
549888,0.09451135993003845
550912,0.09450112283229828
551936,0.09449087828397751
552960,0.09448064118623734
553984,0.09447039663791656
555008,0.09446015954017639
556032,0.09444992244243622
557056,0.09443967789411545
558080,0.09442944079637527
559104,0.0944192036986351
560128,0.09440895915031433
561152,0.09439872205257416
562176,0.09438847750425339
563200,0.09437824040651321
564224,0.09436800330877304
565248,0.09435775876045227
566272,0.0943475216627121
567296,0.09433727711439133
568320,0.09432704001665115
569344,0.09431680291891098
570368,0.09430655837059021
571392,0.09429632127285004
572416,0.09428607672452927
573440,0.09427583962678909
574464,0.09426560252904892
575488,0.09425535798072815
576512,0.09424512088298798
577536,0.0942348763346672
578560,0.09422463923692703
579584,0.09421440213918686
580608,0.09420415759086609
581632,0.09419392049312592
582656,0.09418368339538574
583680,0.09417343884706497
584704,0.0941632017493248
585728,0.09415295720100403
586752,0.09414272010326385
587776,0.09413248300552368
588800,0.09412223845720291
589824,0.09411200135946274
590848,0.09410175681114197
591872,0.0940915197134018
592896,0.09408128261566162
593920,0.09407103806734085
594944,0.09406080096960068
595968,0.09405055642127991
596992,0.09404031932353973
598016,0.09403008222579956
599040,0.09401983767747879
600000,0.09400960057973862
601088,0.09399936348199844
602112,0.09398911893367767
603136,0.0939788818359375
604160,0.09396863728761673
605184,0.09395840018987656
606208,0.09394816309213638
607232,0.09393791854381561
608256,0.09392768144607544
609280,0.09391743689775467
610304,0.0939071998000145
611328,0.09389696270227432
612352,0.09388671815395355
613376,0.09387648105621338
614400,0.09386623650789261
615424,0.09385599941015244
616448,0.09384576231241226
617472,0.09383551776409149
618496,0.09382528066635132
619520,0.09381504356861115
620544,0.09380479902029037
621568,0.0937945619225502
622592,0.09378431737422943
623616,0.09377408027648926
624640,0.09376384317874908
625664,0.09375359863042831
626688,0.09374336153268814
627712,0.09373311698436737
628736,0.0937228798866272
629760,0.09371264278888702
630784,0.09370239824056625
631808,0.09369216114282608
632832,0.09368191659450531
633856,0.09367167949676514
634880,0.09366144239902496
635904,0.0936511978507042
636928,0.09364096075296402
637952,0.09363072365522385
638976,0.09362047910690308
640000,0.0936102420091629
641024,0.09359999746084213
642048,0.09358976036310196
643072,0.09357952326536179
644096,0.09356927871704102
645120,0.09355904161930084
646144,0.09354879707098007
647168,0.0935385599732399
648192,0.09352832287549973
649216,0.09351807832717896
650240,0.09350784122943878
651264,0.09349759668111801
652288,0.09348735958337784
653312,0.09347712248563766
654336,0.0934668779373169
655360,0.09345664083957672
656384,0.09344639629125595
657408,0.09343615919351578
658432,0.0934259220957756
659456,0.09341567754745483
660480,0.09340544044971466
661504,0.09339520335197449
662528,0.09338495880365372
663552,0.09337472170591354
664576,0.09336447715759277
665600,0.0933542400598526
666624,0.09334400296211243
667648,0.09333375841379166
668672,0.09332352131605148
669696,0.09331327676773071
670720,0.09330303966999054
671744,0.09329280257225037
672768,0.0932825580239296
673792,0.09327232092618942
674816,0.09326207637786865
675840,0.09325183928012848
676864,0.0932416021823883
677888,0.09323135763406754
678912,0.09322112053632736
679936,0.09321088343858719
680960,0.09320063889026642
681984,0.09319040179252625
683008,0.09318015724420547
684032,0.0931699201464653
685056,0.09315968304872513
686080,0.09314943850040436
687104,0.09313920140266418
688128,0.09312895685434341
689152,0.09311871975660324
690176,0.09310848265886307
691200,0.0930982381105423
692224,0.09308800101280212
693248,0.09307775646448135
694272,0.09306751936674118
695296,0.09305728226900101
696320,0.09304703772068024
697344,0.09303680062294006
698368,0.09302656352519989
699392,0.09301631897687912
700416,0.09300608187913895
701440,0.09299583733081818
702464,0.092985600233078
703488,0.09297536313533783
704512,0.09296511858701706
705536,0.09295488148927689
706560,0.09294463694095612
707584,0.09293439984321594
708608,0.09292416274547577
709632,0.092913918197155
710656,0.09290368109941483
711680,0.09289343655109406
712704,0.09288319945335388
713728,0.09287296235561371
714752,0.09286271780729294
715776,0.09285248070955276
716800,0.09284224361181259
717824,0.09283199906349182
718848,0.09282176196575165
719872,0.09281151741743088
720896,0.0928012803196907
721920,0.09279104322195053
722944,0.09278079867362976
723968,0.09277056157588959
724992,0.09276031702756882
726016,0.09275007992982864
727040,0.09273984283208847
728064,0.0927295982837677
729088,0.09271936118602753
730112,0.09270911663770676
731136,0.09269887953996658
732160,0.09268864244222641
733184,0.09267839789390564
734208,0.09266816079616547
735232,0.09265792369842529
736256,0.09264767915010452
737280,0.09263744205236435
738304,0.09262719750404358
739328,0.0926169604063034
740352,0.09260672330856323
741376,0.09259647876024246
742400,0.09258624166250229
743424,0.09257599711418152
744448,0.09256576001644135
745472,0.09255552291870117
746496,0.0925452783703804
747520,0.09253504127264023
748544,0.09252479672431946
749568,0.09251455962657928
750592,0.09250432252883911
751616,0.09249407798051834
752640,0.09248384088277817
753664,0.0924735963344574
754688,0.09246335923671722
755712,0.09245312213897705
756736,0.09244287759065628
757760,0.09243264049291611
758784,0.09242240339517593
759808,0.09241215884685516
760832,0.09240192174911499
761856,0.09239167720079422
762880,0.09238144010305405
763904,0.09237120300531387
764928,0.0923609584569931
765952,0.09235072135925293
766976,0.09234047681093216
768000,0.09233023971319199
769024,0.09232000261545181
770048,0.09230975806713104
771072,0.09229952096939087
772096,0.0922892764210701
773120,0.09227903932332993
774144,0.09226880222558975
775168,0.09225855767726898
776192,0.09224832057952881
777216,0.09223808348178864
778240,0.09222783893346786
779264,0.09221760183572769
780288,0.09220735728740692
781312,0.09219712018966675
782336,0.09218688309192657
783360,0.0921766385436058
784384,0.09216640144586563
785408,0.09215615689754486
786432,0.09214591979980469
787456,0.09213568270206451
788480,0.09212543815374374
789504,0.09211520105600357
790528,0.0921049565076828
791552,0.09209471940994263
792576,0.09208448231220245
793600,0.09207423776388168
794624,0.09206400066614151
795648,0.09205376356840134
796672,0.09204351902008057
797696,0.0920332819223404
798720,0.09202303737401962
799744,0.09201280027627945
800000,0.09200256317853928
801792,0.0919923186302185
802816,0.09198208153247833
803840,0.09197183698415756
804864,0.09196159988641739
805888,0.09195136278867722
806912,0.09194111824035645
807936,0.09193088114261627
808960,0.0919206365942955
809984,0.09191039949655533
811008,0.09190016239881516
812032,0.09188991785049438
813056,0.09187968075275421
814080,0.09186944365501404
815104,0.09185919910669327
816128,0.0918489620089531
817152,0.09183871746063232
818176,0.09182848036289215
819200,0.09181824326515198
820224,0.09180799871683121
821248,0.09179776161909103
822272,0.09178751707077026
823296,0.09177727997303009
824320,0.09176704287528992
825344,0.09175679832696915
826368,0.09174656122922897
827392,0.0917363166809082
828416,0.09172607958316803
829440,0.09171584248542786
830464,0.09170559793710709
831488,0.09169536083936691
832512,0.09168511629104614
833536,0.09167487919330597
834560,0.0916646420955658
835584,0.09165439754724503
836608,0.09164416044950485
837632,0.09163392335176468
838656,0.09162367880344391
839680,0.09161344170570374
840704,0.09160319715738297
841728,0.09159296005964279
842752,0.09158272296190262
843776,0.09157247841358185
844800,0.09156224131584167
845824,0.0915519967675209
846848,0.09154175966978073
847872,0.09153152257204056
848896,0.09152127802371979
849920,0.09151104092597961
850944,0.09150079637765884
851968,0.09149055927991867
852992,0.0914803221821785
854016,0.09147007763385773
855040,0.09145984053611755
856064,0.09144960343837738
857088,0.09143935889005661
858112,0.09142912179231644
859136,0.09141887724399567
860160,0.0914086401462555
861184,0.09139840304851532
862208,0.09138815850019455
863232,0.09137792140245438
864256,0.0913676768541336
865280,0.09135743975639343
866304,0.09134720265865326
867328,0.09133695811033249
868352,0.09132672101259232
869376,0.09131647646427155
870400,0.09130623936653137
871424,0.0912960022687912
872448,0.09128575772047043
873472,0.09127552062273026
874496,0.09126528352499008
875520,0.09125503897666931
876544,0.09124480187892914
877568,0.09123455733060837
878592,0.0912243202328682
879616,0.09121408313512802
880640,0.09120383858680725
881664,0.09119360148906708
882688,0.09118335694074631
883712,0.09117311984300613
884736,0.09116288274526596
885760,0.09115263819694519
886784,0.09114240109920502
887808,0.09113215655088425
888832,0.09112191945314407
889856,0.0911116823554039
890880,0.09110143780708313
891904,0.09109120070934296
892928,0.09108096361160278
893952,0.09107071906328201
894976,0.09106048196554184
896000,0.09105023741722107
897024,0.0910400003194809
898048,0.09102976322174072
899072,0.09101951867341995
900096,0.09100928157567978
901120,0.09099903702735901
902144,0.09098879992961884
903168,0.09097856283187866
904192,0.09096831828355789
905216,0.09095808118581772
906240,0.09094783663749695
907264,0.09093759953975677
908288,0.0909273624420166
909312,0.09091711789369583
910336,0.09090688079595566
911360,0.09089664369821548
912384,0.09088639914989471
913408,0.09087616205215454
914432,0.09086591750383377
915456,0.0908556804060936
916480,0.09084544330835342
917504,0.09083519876003265
918528,0.09082496166229248
919552,0.09081471711397171
920576,0.09080448001623154
921600,0.09079424291849136
922624,0.0907839983701706
923648,0.09077376127243042
924672,0.09076351672410965
925696,0.09075327962636948
926720,0.0907430425286293
927744,0.09073279798030853
928768,0.09072256088256836
929792,0.09071231633424759
930816,0.09070207923650742
931840,0.09069184213876724
932864,0.09068159759044647
933888,0.0906713604927063
934912,0.09066112339496613
935936,0.09065087884664536
936960,0.09064064174890518
937984,0.09063039720058441
939008,0.09062016010284424
940032,0.09060992300510406
941056,0.0905996784567833
942080,0.09058944135904312
943104,0.09057919681072235
944128,0.09056895971298218
945152,0.090558722615242
946176,0.09054847806692123
947200,0.09053824096918106
948224,0.09052799642086029
949248,0.09051775932312012
950272,0.09050752222537994
951296,0.09049727767705917
952320,0.090487040579319
953344,0.09047680348157883
954368,0.09046655893325806
955392,0.09045632183551788
956416,0.09044607728719711
957440,0.09043584018945694
958464,0.09042560309171677
959488,0.090415358543396
960512,0.09040512144565582
961536,0.09039487689733505
962560,0.09038463979959488
963584,0.0903744027018547
964608,0.09036415815353394
965632,0.09035392105579376
966656,0.09034367650747299
967680,0.09033343940973282
968704,0.09032320231199265
969728,0.09031295776367188
970752,0.0903027206659317
971776,0.09029248356819153
972800,0.09028223901987076
973824,0.09027200192213058
974848,0.09026175737380981
975872,0.09025152027606964
976896,0.09024128317832947
977920,0.0902310386300087
978944,0.09022080153226852
979968,0.09021055698394775
980992,0.09020031988620758
982016,0.09019008278846741
983040,0.09017983824014664
984064,0.09016960114240646
985088,0.0901593565940857
986112,0.09014911949634552
987136,0.09013888239860535
988160,0.09012863785028458
989184,0.0901184007525444
990208,0.09010816365480423
991232,0.09009791910648346
992256,0.09008768200874329
993280,0.09007743746042252
994304,0.09006720036268234
995328,0.09005696326494217
996352,0.0900467187166214
997376,0.09003648161888123
998400,0.09002623707056046
999424,0.09001599997282028
1000000,0.09000576287508011
1001472,0.08999551832675934
1002496,0.08998528122901917
1003520,0.0899750366806984
1004544,0.08996479958295822
1005568,0.08995456248521805
1006592,0.08994431793689728
1007616,0.0899340808391571
1008640,0.08992383629083633
1009664,0.08991359919309616
1010688,0.08990336209535599
1011712,0.08989311754703522
1012736,0.08988288044929504
1013760,0.08987264335155487
1014784,0.0898623988032341
1015808,0.08985216170549393
1016832,0.08984191715717316
1017856,0.08983168005943298
1018880,0.08982144296169281
1019904,0.08981119841337204
1020928,0.08980096131563187
1021952,0.0897907167673111
1022976,0.08978047966957092
1024000,0.08977024257183075
1025024,0.08975999802350998
1026048,0.0897497609257698
1027072,0.08973951637744904
1028096,0.08972927927970886
1029120,0.08971904218196869
1030144,0.08970879763364792
1031168,0.08969856053590775
1032192,0.08968832343816757
1033216,0.0896780788898468
1034240,0.08966784179210663
1035264,0.08965759724378586
1036288,0.08964736014604568
1037312,0.08963712304830551
1038336,0.08962687849998474
1039360,0.08961664140224457
1040384,0.0896063968539238
1041408,0.08959615975618362
1042432,0.08958592265844345
1043456,0.08957567811012268
1044480,0.08956544101238251
1045504,0.08955519646406174
1046528,0.08954495936632156
1047552,0.08953472226858139
1048576,0.08952447772026062
1049600,0.08951424062252045
1050624,0.08950400352478027
1051648,0.0894937589764595
1052672,0.08948352187871933
1053696,0.08947327733039856
1054720,0.08946304023265839
1055744,0.08945280313491821
1056768,0.08944255858659744
1057792,0.08943232148885727
1058816,0.0894220769405365
1059840,0.08941183984279633
1060864,0.08940160274505615
1061888,0.08939135819673538
1062912,0.08938112109899521
1063936,0.08937087655067444
1064960,0.08936063945293427
1065984,0.08935040235519409
1067008,0.08934015780687332
1068032,0.08932992070913315
1069056,0.08931968361139297
1070080,0.0893094390630722
1071104,0.08929920196533203
1072128,0.08928895741701126
1073152,0.08927872031927109
1074176,0.08926848322153091
1075200,0.08925823867321014
1076224,0.08924800157546997
1077248,0.0892377570271492
1078272,0.08922751992940903
1079296,0.08921728283166885
1080320,0.08920703828334808
1081344,0.08919680118560791
1082368,0.08918655663728714
1083392,0.08917631953954697
1084416,0.0891660824418068
1085440,0.08915583789348602
1086464,0.08914560079574585
1087488,0.08913536369800568
1088512,0.0891251191496849
1089536,0.08911488205194473
1090560,0.08910463750362396
1091584,0.08909440040588379
1092608,0.08908416330814362
1093632,0.08907391875982285
1094656,0.08906368166208267
1095680,0.0890534371137619
1096704,0.08904320001602173
1097728,0.08903296291828156
1098752,0.08902271836996078
1099776,0.08901248127222061
1100800,0.08900223672389984
1101824,0.08899199962615967
1102848,0.0889817625284195
1103872,0.08897151798009872
1104896,0.08896128088235855
1105920,0.08895103633403778
1106944,0.08894079923629761
1107968,0.08893056213855743
1108992,0.08892031759023666
1110016,0.08891008049249649
1111040,0.08889984339475632
1112064,0.08888959884643555
1113088,0.08887936174869537
1114112,0.0888691172003746
1115136,0.08885888010263443
1116160,0.08884864300489426
1117184,0.08883839845657349
1118208,0.08882816135883331
1119232,0.08881791681051254
1120256,0.08880767971277237
1121280,0.0887974426150322
1122304,0.08878719806671143
1123328,0.08877696096897125
1124352,0.08876671642065048
1125376,0.08875647932291031
1126400,0.08874624222517014
1127424,0.08873599767684937
1128448,0.08872576057910919
1129472,0.08871552348136902
1130496,0.08870527893304825
1131520,0.08869504183530807
1132544,0.0886847972869873
1133568,0.08867456018924713
1134592,0.08866432309150696
1135616,0.08865407854318619
1136640,0.08864384144544601
1137664,0.08863359689712524
1138688,0.08862335979938507
1139712,0.0886131227016449
1140736,0.08860287815332413
1141760,0.08859264105558395
1142784,0.08858239650726318
1143808,0.08857215940952301
1144832,0.08856192231178284
1145856,0.08855167776346207
1146880,0.0885414406657219
1147904,0.08853120356798172
1148928,0.08852095901966095
1149952,0.08851072192192078
1150976,0.0885004773736
1152000,0.08849024027585983
1153024,0.08848000317811966
1154048,0.08846975862979889
1155072,0.08845952153205872
1156096,0.08844927698373795
1157120,0.08843903988599777
1158144,0.0884288027882576
1159168,0.08841855823993683
1160192,0.08840832114219666
1161216,0.08839807659387589
1162240,0.08838783949613571
1163264,0.08837760239839554
1164288,0.08836735785007477
1165312,0.0883571207523346
1166336,0.08834688365459442
1167360,0.08833663910627365
1168384,0.08832640200853348
1169408,0.08831615746021271
1170432,0.08830592036247253
1171456,0.08829568326473236
1172480,0.08828543871641159
1173504,0.08827520161867142
1174528,0.08826495707035065
1175552,0.08825471997261047
1176576,0.0882444828748703
1177600,0.08823423832654953
1178624,0.08822400122880936
1179648,0.08821375668048859
