step,time/fps
1024,979.0
2048,853.0
3072,866.0
4096,874.0
5120,888.0
6144,891.0
7168,899.0
8192,891.0
9216,898.0
10240,905.0
11264,910.0
12288,908.0
13312,911.0
14336,912.0
15360,916.0
16384,912.0
17408,913.0
18432,915.0
19456,917.0
20480,915.0
21504,916.0
22528,917.0
23552,919.0
24576,914.0
25600,916.0
26624,917.0
27648,918.0
28672,917.0
29696,918.0
30720,921.0
31744,922.0
32768,920.0
33792,920.0
34816,921.0
35840,923.0
36864,921.0
37888,921.0
38912,922.0
39936,922.0
40960,920.0
41984,922.0
43008,922.0
44032,923.0
45056,921.0
46080,922.0
47104,922.0
48128,923.0
49152,921.0
50176,922.0
51200,923.0
52224,923.0
53248,922.0
54272,923.0
55296,923.0
56320,923.0
57344,922.0
58368,922.0
59392,923.0
60416,923.0
61440,922.0
62464,923.0
63488,923.0
64512,924.0
65536,922.0
66560,923.0
67584,924.0
68608,925.0
69632,924.0
70656,924.0
71680,923.0
72704,923.0
73728,922.0
74752,923.0
75776,923.0
76800,923.0
77824,923.0
78848,923.0
79872,924.0
80896,925.0
81920,924.0
82944,924.0
83968,925.0
84992,926.0
86016,925.0
87040,926.0
88064,927.0
89088,927.0
90112,926.0
91136,927.0
92160,927.0
93184,928.0
94208,927.0
95232,927.0
96256,928.0
97280,928.0
98304,928.0
99328,928.0
100352,929.0
101376,929.0
102400,928.0
103424,928.0
104448,929.0
105472,929.0
106496,928.0
107520,929.0
108544,929.0
109568,929.0
110592,929.0
111616,929.0
112640,929.0
113664,930.0
114688,929.0
115712,929.0
116736,930.0
117760,930.0
118784,930.0
119808,929.0
120832,930.0
121856,930.0
122880,929.0
123904,929.0
124928,930.0
125952,930.0
126976,929.0
128000,930.0
129024,930.0
130048,930.0
131072,929.0
132096,929.0
133120,929.0
134144,930.0
135168,929.0
136192,929.0
137216,929.0
138240,930.0
139264,929.0
140288,929.0
141312,930.0
142336,929.0
143360,929.0
144384,929.0
145408,930.0
146432,929.0
147456,929.0
148480,929.0
149504,930.0
150528,930.0
151552,929.0
152576,929.0
153600,930.0
154624,929.0
155648,929.0
156672,929.0
157696,929.0
158720,929.0
159744,929.0
160768,929.0
161792,929.0
162816,929.0
163840,929.0
164864,929.0
165888,929.0
166912,929.0
167936,929.0
168960,930.0
169984,930.0
171008,929.0
172032,929.0
173056,930.0
174080,930.0
175104,929.0
176128,930.0
177152,930.0
178176,930.0
179200,930.0
180224,930.0
181248,930.0
182272,930.0
183296,930.0
184320,930.0
185344,931.0
186368,931.0
187392,930.0
188416,930.0
189440,930.0
190464,931.0
191488,931.0
192512,931.0
193536,931.0
194560,931.0
195584,931.0
196608,931.0
197632,931.0
198656,932.0
199680,931.0
200704,871.0
201728,871.0
202752,871.0
203776,871.0
204800,872.0
205824,872.0
206848,872.0
207872,872.0
208896,872.0
209920,873.0
210944,873.0
211968,873.0
