step,train/approx_kl
2048,0.0013493463629856706
3072,0.002655890304595232
4096,0.003982357680797577
5120,0.0039058171678334475
6144,0.0015213486040011048
7168,0.0014634511899203062
8192,0.002042971085757017
9216,0.00018105574417859316
10240,0.0027470579370856285
11264,0.0012777068186551332
12288,0.004004485905170441
13312,0.0011250593233853579
14336,0.000651181151624769
15360,0.0011366514954715967
16384,0.003248873632401228
17408,0.0008335026795975864
18432,0.0011128541082143784
19456,0.0038145792204886675
20480,0.00048416067147627473
21504,0.0022251815535128117
22528,0.0011232448741793633
23552,0.0008408116991631687
24576,0.0026451190933585167
25600,0.0021951505914330482
26624,0.001512823742814362
27648,0.0005197442369535565
28672,0.00020633958047255874
29696,0.0013759201392531395
30720,0.0030157645232975483
31744,0.0005306667881086469
32768,0.00023843400413170457
33792,0.0003293395275250077
34816,0.0011380354408174753
35840,0.0006008500931784511
36864,0.00018947775242850184
37888,0.00013086898252367973
38912,3.30244074575603e-05
39936,0.00013958447379991412
40960,0.0005336072063073516
41984,0.0003679958754219115
43008,0.00012878520647063851
44032,0.00021072692470625043
45056,0.0005117867258377373
46080,7.130863377824426e-05
47104,0.0004275273531675339
48128,0.00037932756822556257
49152,0.00021504994947463274
50176,0.0007962918025441468
51200,0.00066346739185974
52224,0.00013793876860290766
53248,0.00041703315218910575
54272,0.0014837579801678658
55296,0.0012828269973397255
56320,0.0002041467814706266
57344,0.000724226760212332
58368,0.0004843196948058903
59392,0.00046104472130537033
60416,0.00014651048695668578
61440,0.00019193877233192325
62464,0.0004689821507781744
63488,0.0005154278478585184
64512,0.00013171229511499405
65536,0.00026096170768141747
66560,0.0002257823944091797
67584,9.084626799449325e-05
68608,0.00020798668265342712
69632,0.00018848583567887545
70656,0.0006259743240661919
71680,0.0006223652744665742
72704,0.00032836938044056296
73728,0.00020098633831366897
74752,0.002522142603993416
75776,5.676667205989361e-05
76800,0.0004223213763907552
77824,0.00021438259864225984
78848,0.00027531833620741963
79872,0.0001223901635967195
80896,7.028394611552358e-05
81920,7.640040712431073e-05
82944,0.00027572113322094083
83968,7.653865031898022e-05
84992,0.00019440118921920657
86016,0.00022306194296106696
87040,0.0014964775182306767
88064,2.81062675639987e-05
89088,4.3496431317180395e-05
90112,6.452808156609535e-05
91136,0.00015388871543109417
92160,0.000114835100248456
93184,0.0003772760392166674
94208,3.045983612537384e-05
95232,0.0004131641471758485
96256,3.4472846891731024e-05
97280,4.3744861613959074e-05
98304,3.70608177036047e-05
99328,6.553181447088718e-05
100352,0.0003958771121688187
101376,0.00021552131511271
102400,4.386447835713625e-05
103424,5.087087629362941e-05
104448,2.832181053236127e-05
105472,0.00017996993847191334
106496,0.00011903728591278195
107520,0.0005685349460691214
108544,0.00020846625557169318
109568,0.0007340951124206185
110592,0.00020667578792199492
111616,3.7406396586447954e-05
112640,0.0001366202486678958
113664,0.001607612706720829
114688,7.123401155695319e-05
115712,0.0001336673740297556
116736,0.0001232229988090694
117760,0.00011584581807255745
118784,1.8611550331115723e-05
119808,2.5866436772048473e-05
120832,2.3578177206218243e-05
121856,1.3711338397115469e-05
122880,0.00022162945242598653
123904,1.1235533747822046e-05
124928,8.573615923523903e-05
125952,7.126247510313988e-05
126976,8.87131318449974e-06
128000,0.000755977351218462
129024,0.0005168403731659055
130048,8.96397978067398e-09
131072,1.9150320440530777e-08
132096,5.390029400587082e-08
133120,2.7556088753044605e-06
134144,6.868503987789154e-09
135168,2.782326191663742e-08
136192,7.366761565208435e-07
137216,7.88003671914339e-06
138240,3.0209776014089584e-08
139264,1.335865817964077e-07
140288,2.8039386961609125e-05
141312,1.023290678858757e-07
142336,5.343055818229914e-06
143360,4.126597195863724e-05
144384,2.7422793209552765e-06
145408,9.953510016202927e-08
146432,2.8367037884891033e-05
147456,0.00019301124848425388
148480,0.0001699005370028317
149504,7.984752301126719e-06
150528,0.0001232135109603405
151552,2.9800983611494303e-05
152576,0.00012429570779204369
153600,0.000150022329762578
154624,0.00017582625150680542
155648,0.0003266886342316866
156672,4.823616473004222e-05
157696,5.318468902260065e-05
158720,3.0451803468167782e-05
159744,0.00046862527960911393
160768,0.0007998808287084103
161792,4.76724817417562e-05
162816,5.6359509471803904e-05
163840,0.0018679447239264846
164864,0.00012691266601905227
165888,1.3095734175294638e-05
166912,0.0006488210055977106
167936,0.0006302879774011672
168960,0.0001275793183594942
169984,1.6341975424438715e-05
171008,6.206723628565669e-05
172032,3.778771497309208e-05
173056,2.4720386136323214e-05
174080,0.00011737190652638674
175104,0.0003691971651278436
176128,0.0007119454094208777
177152,0.000104681181255728
178176,0.0021353831980377436
179200,0.0003718379884958267
180224,7.185345748439431e-05
181248,0.0011394747998565435
182272,3.029144136235118e-05
183296,0.00048374675679951906
184320,0.0018467463087290525
185344,8.334818994626403e-05
186368,7.185793947428465e-05
187392,6.957596633583307e-05
188416,0.0003429583157412708
189440,0.0006120911566540599
190464,0.0006520940805785358
191488,0.00015351700130850077
192512,0.00010604760609567165
193536,0.00025719107361510396
194560,4.674447700381279e-05
195584,0.00010516942711547017
196608,0.0006442798767238855
197632,6.227812264114618e-05
198656,2.1359010133892298e-05
199680,0.0008518734248355031
200000,0.0002604340552352369
201728,9.680935181677341e-05
202752,6.202427903190255e-05
203776,1.866772072389722e-05
204800,0.00024113996187224984
205824,4.936748882755637e-05
206848,0.00025575479958206415
207872,0.00034978456096723676
208896,0.00010226847371086478
209920,8.2939222920686e-05
210944,0.0012962543405592442
211968,0.00024255551397800446
212992,0.0006011970690451562
214016,0.000155168236233294
215040,0.00016067904653027654
216064,0.00029387534596025944
217088,0.00020443322136998177
218112,0.00023407564731314778
219136,0.00029568973695859313
220160,7.707352051511407e-05
221184,0.0010202189441770315
222208,0.00020087318262085319
223232,0.00030279019847512245
224256,6.237177876755595e-05
225280,0.0011168040800839663
226304,0.0005028842715546489
227328,9.17286379262805e-05
228352,0.00031851051608100533
229376,0.0001280123251490295
230400,0.00025587889831513166
231424,0.0018762738909572363
232448,0.00027094624238088727
233472,0.00018528802320361137
234496,0.0006827795878052711
235520,0.0008283056085929275
236544,0.00015352643094956875
237568,0.0004255699459463358
238592,0.0004982628743164241
239616,0.0002210117527283728
240640,0.00022608425933867693
241664,0.003025344805791974
242688,0.0001254017697647214
243712,0.00026619277196004987
244736,0.00039297231705859303
245760,0.0026784841902554035
246784,0.0022380256559699774
247808,0.00017240620218217373
248832,0.00019661569967865944
249856,0.00032605044543743134
250880,0.0005234787240624428
251904,0.0004598663654178381
252928,0.00019270868506282568
253952,0.000658310076687485
254976,0.0009194400045089424
256000,0.00039750058203935623
257024,0.00013839028542861342
258048,0.0003455555415712297
259072,0.00016900815535336733
260096,0.00013945181854069233
261120,6.721745012328029e-05
262144,0.0009396927780471742
263168,0.0008258788730017841
264192,0.0005513943615369499
265216,0.00018949474906548858
266240,0.00017722853226587176
267264,0.0007696810062043369
268288,0.0004112106398679316
269312,0.0002304671797901392
270336,0.0020134339574724436
271360,0.0008530830382369459
272384,0.0004630408948287368
273408,0.0003198039485141635
274432,0.0004875288577750325
275456,0.0009016048861667514
276480,0.0004559350199997425
277504,0.0002480374532751739
278528,0.0031144788954406977
279552,7.048097904771566e-05
280576,0.0002453835913911462
281600,0.00012226490071043372
282624,0.0005694191786460578
283648,0.00023089919704943895
284672,0.00016803678590804338
285696,0.000146605190820992
286720,0.0005933057400397956
287744,0.0034771182108670473
288768,0.00026795221492648125
289792,0.0005159691208973527
290816,9.105249773710966e-05
291840,0.00025390705559402704
292864,3.7200574297457933e-05
293888,0.00023080105893313885
294912,0.00018376531079411507
295936,6.838829722255468e-05
296960,0.00019413745030760765
297984,0.0009954164270311594
299008,0.00225193053483963
300032,0.00034181162482127547
301056,0.00022900127805769444
302080,7.094535976648331e-05
303104,0.00040669593727216125
304128,8.010200690478086e-05
305152,0.00019970897119492292
306176,0.00014845526311546564
307200,0.00038326275534927845
308224,0.00026222533779218793
309248,0.00043164100497961044
310272,0.00029672059463337064
311296,0.0005130548379383981
312320,0.00016174273332580924
313344,0.0005055612418800592
314368,0.0003575143637135625
315392,0.000320671359077096
316416,0.00028771685902029276
317440,0.0005406329873949289
318464,0.00027042237343266606
319488,0.0003429744392633438
320512,0.0005861889221705496
321536,0.00011812470620498061
322560,0.0003087219665758312
323584,0.0003328274469822645
324608,0.00011279596947133541
325632,3.512628609314561e-05
326656,0.0004745533806271851
327680,0.0017143958248198032
328704,6.431428482756019e-05
329728,0.0003518908633850515
330752,0.00032875564647838473
331776,0.0001206509186886251
332800,0.0006790824118070304
333824,9.02241445146501e-05
334848,0.00018865126185119152
335872,0.0003692027530632913
336896,0.00028396229026839137
337920,0.0006065734778530896
338944,0.00041868031257763505
339968,0.00022692931815981865
340992,0.0001576715148985386
342016,8.915574289858341e-05
343040,0.0003949314123019576
344064,0.0007632838096469641
345088,0.00039790786104276776
346112,0.0009191573481075466
347136,0.00047922064550220966
348160,0.0002495225635357201
349184,0.0004772996180690825
350208,0.00034935743315145373
351232,0.0004440578049980104
352256,0.00014401186490431428
353280,0.0002942840801551938
354304,8.037767838686705e-05
355328,0.0008478927193209529
356352,0.0008103323052637279
357376,3.019208088517189e-05
358400,8.676893776282668e-05
359424,0.0011420116061344743
360448,0.0008411475573666394
361472,0.0007094154134392738
362496,0.00010299286805093288
363520,0.0011081444099545479
364544,0.0003181631909683347
365568,0.0001702129957266152
366592,9.132933337241411e-05
367616,0.000574336270801723
368640,0.0009549648966640234
369664,0.00030028983019292355
370688,0.0011738096363842487
371712,0.0007452049176208675
372736,0.00039428804302588105
373760,0.0003308297600597143
374784,0.000621823244728148
375808,0.000605774752330035
376832,0.0014855980407446623
377856,0.00013501703506335616
378880,0.0005356920300982893
379904,0.0022559883072972298
380928,0.0014646940398961306
381952,7.690361235290766e-05
382976,0.0007962348754517734
384000,0.002421774435788393
385024,0.000550085911527276
386048,0.00011573423398658633
387072,0.0002508644829504192
388096,0.00041729293297976255
389120,0.0002588402130641043
390144,0.00025138811906799674
391168,0.00018261669902130961
392192,0.00044318236177787185
393216,0.00013033783761784434
394240,5.8483623433858156e-05
395264,0.0016317504923790693
396288,0.0026376047171652317
397312,0.0004171052132733166
398336,0.0002096631214953959
399360,0.0005208548973314464
400000,0.001437768922187388
401408,0.0003385212039574981
402432,0.000742673291824758
403456,0.001116428175009787
404480,0.0003880501026287675
405504,0.0008099404512904584
406528,0.00018961128080263734
407552,0.00018571724649518728
408576,0.00047787977382540703
409600,0.00027010327903553843
410624,0.00038331199903041124
411648,0.00022486911620944738
412672,0.0011765987146645784
413696,0.0002457250957377255
414720,0.00030110508669167757
415744,2.569163916632533e-05
416768,0.00018050032667815685
417792,0.00021401385311037302
418816,0.00018983439076691866
419840,0.0005969059420749545
420864,9.760376997292042e-05
421888,0.00015137821901589632
422912,0.00016459118342027068
423936,0.00014626490883529186
424960,0.00012099777814000845
425984,0.00028856261633336544
427008,0.0006716913194395602
428032,0.0004005085211247206
429056,0.000152272405102849
430080,0.0005189236835576594
431104,8.598918793722987e-05
432128,0.00015580735635012388
433152,0.00012538913870230317
434176,0.00029296940192580223
435200,0.00010191410547122359
436224,0.0005379500216804445
437248,0.0001797156874090433
438272,0.00022572657326236367
439296,0.00021277868654578924
440320,0.0001849090331234038
441344,0.00201535620726645
442368,0.0001807374064810574
443392,0.0007718299166299403
444416,0.00030980200972408056
445440,0.000301094725728035
446464,0.0005481470143422484
447488,0.0006672398303635418
448512,0.0003655690234154463
449536,0.0004506719415076077
450560,0.00017550564371049404
451584,0.000548151379916817
452608,0.0011252346448600292
453632,0.0013920688070356846
454656,0.0001849639229476452
455680,0.00041746138595044613
456704,0.0007787187932990491
457728,0.00015495519619435072
458752,0.0001589137827977538
459776,0.0007301219739019871
460800,0.0016302228905260563
461824,0.00028905970975756645
462848,0.000320017512422055
463872,0.0003111952100880444
464896,0.0003938855370506644
465920,0.0007243057480081916
466944,6.711197784170508e-05
467968,0.00018963456386700273
468992,0.0036727660335600376
470016,0.0002178945578634739
471040,0.001013805391266942
472064,9.542348561808467e-05
473088,0.0013406594516709447
474112,0.0014328071847558022
475136,0.0007226694142445922
476160,0.00010587903670966625
477184,0.002171917352825403
478208,0.0008463466074317694
479232,4.5414664782583714e-05
480256,7.365690544247627e-05
481280,0.000554387632291764
482304,0.0005685509531758726
483328,0.00027992227114737034
484352,0.0005790296709164977
485376,0.00041455175960436463
486400,0.002158349845558405
487424,0.0002141909208148718
488448,0.0006891369703225791
489472,0.000775585591327399
490496,0.00033616210566833615
491520,0.00010478036710992455
492544,0.0005999842542223632
493568,0.004414587281644344
494592,0.0030175987631082535
495616,0.00023980805417522788
496640,0.0008925602887757123
497664,0.000929687637835741
498688,0.0008235021377913654
499712,0.0006390212220139802
500736,0.00026113318745046854
501760,0.0022671432234346867
502784,0.0006373446085490286
503808,0.00037412671372294426
504832,0.0013517835177481174
505856,0.0016476367600262165
506880,0.00027339241933077574
507904,0.000575560552533716
508928,0.0006318422965705395
509952,0.0012878384441137314
510976,0.0005724583170376718
512000,0.0007470750133506954
513024,0.0004184756544418633
514048,0.001698200823739171
515072,0.00018053303938359022
516096,9.186542592942715e-05
517120,0.00021414062939584255
518144,0.0022160254884511232
519168,0.0007409178651869297
520192,0.00013517274055629969
521216,0.0005247154622338712
522240,0.005968173034489155
523264,0.000266278104390949
524288,0.0006263918476179242
525312,0.00040242407703772187
526336,0.0028679724782705307
527360,0.0002877666847780347
528384,0.0005968949990347028
529408,0.0007537800120189786
530432,0.0016388477524742484
531456,0.00036280194763094187
532480,0.00020963035058230162
533504,0.0001891939900815487
534528,0.0019544167444109917
535552,0.0004799876478500664
536576,0.0006906064809300005
537600,0.00023219455033540726
538624,0.0016390320379287004
539648,0.00024907145416364074
540672,0.00035693892277777195
541696,0.00020102463895455003
542720,0.0026462713722139597
543744,0.0001356240245513618
544768,0.0003457798156887293
545792,0.0001260224962607026
546816,0.0011250355746597052
547840,0.00013186992146074772
