step,train/loss
2048,-0.004606751725077629
3072,-0.01193987112492323
4096,-0.005447127856314182
5120,0.001974465325474739
6144,0.005267278291285038
7168,-0.0024143029004335403
8192,0.00017496198415756226
9216,0.022012004628777504
10240,0.026969242841005325
11264,0.027429422363638878
12288,0.03136907517910004
13312,0.058074042201042175
14336,0.04555302858352661
15360,0.067467100918293
16384,0.04603791609406471
17408,0.11327295005321503
18432,0.04709092900156975
19456,0.06579987704753876
20480,0.04834456741809845
21504,0.27382853627204895
22528,0.05086337402462959
23552,0.04771140217781067
24576,0.04740169271826744
25600,0.1613733321428299
26624,0.047945961356163025
27648,0.0381041094660759
28672,0.0348590649664402
29696,0.25617843866348267
30720,0.0624871663749218
31744,0.030479859560728073
32768,0.02337084710597992
33792,0.2871769666671753
34816,0.03639843314886093
35840,0.029622716829180717
36864,0.03865509852766991
37888,0.3269984722137451
38912,0.03718453645706177
39936,0.03357052803039551
40960,0.0324784591794014
41984,0.31081342697143555
43008,0.033937402069568634
44032,0.027956878766417503
45056,0.04903968796133995
46080,0.3209368586540222
47104,0.059398017823696136
48128,0.04743591696023941
49152,0.027581341564655304
50176,0.30048203468322754
51200,0.03888106718659401
52224,0.033615849912166595
53248,0.0328584760427475
54272,0.4031883478164673
55296,0.1268373727798462
56320,0.032017964869737625
57344,0.02753826230764389
58368,0.42989805340766907
59392,0.03670991584658623
60416,0.022614676505327225
61440,0.03295049071311951
62464,0.33054235577583313
63488,0.04410705715417862
64512,0.04811236634850502
65536,0.04165774583816528
66560,0.29153475165367126
67584,0.037797823548316956
68608,0.028105853125452995
69632,0.028570478782057762
70656,0.3913928270339966
71680,0.023420875892043114
72704,0.024174705147743225
73728,0.0289958156645298
74752,0.3752133250236511
75776,0.03392143175005913
76800,0.023054275661706924
77824,0.026170948520302773
78848,0.35572680830955505
79872,0.04607332870364189
80896,0.0340237021446228
81920,0.030502531677484512
82944,0.43340298533439636
83968,0.038225702941417694
84992,0.03731566295027733
86016,0.02543158456683159
87040,0.3646964430809021
88064,0.054687950760126114
89088,0.02924066223204136
90112,0.022175131365656853
91136,0.3810468316078186
92160,0.03569069504737854
93184,0.030519887804985046
94208,0.0584876649081707
95232,0.4616255760192871
96256,0.033084165304899216
97280,0.027786199003458023
98304,0.04405935853719711
99328,0.586323082447052
100352,0.050186991691589355
101376,0.06100177764892578
102400,0.020786216482520103
103424,0.49209699034690857
104448,0.04694818705320358
105472,0.04499595984816551
106496,0.04123057797551155
107520,0.295624703168869
108544,0.03099244087934494
109568,0.036504290997982025
110592,0.020629778504371643
111616,0.562976062297821
112640,0.0318157784640789
113664,0.04259037971496582
114688,0.02041366510093212
115712,0.46168839931488037
116736,0.028304975479841232
117760,0.031769055873155594
118784,0.026543565094470978
119808,0.6609984040260315
120832,0.038278549909591675
121856,0.03501386567950249
122880,0.025590920820832253
123904,0.6734776496887207
124928,0.04296749085187912
125952,0.06485570222139359
126976,0.022412089630961418
128000,0.6186097860336304
129024,0.03346824645996094
130048,0.03422977030277252
131072,0.037269044667482376
132096,0.45219919085502625
133120,0.06475546211004257
134144,0.03763025626540184
135168,0.02427717112004757
136192,0.3984491527080536
137216,0.029055280610919
138240,0.05075901746749878
139264,0.023190489038825035
140288,0.316150963306427
141312,0.016732241958379745
142336,0.0358724482357502
143360,0.129376620054245
144384,0.2175544649362564
145408,0.02439018152654171
146432,0.045257896184921265
147456,0.2272741049528122
148480,0.23549550771713257
149504,0.0321718193590641
150528,0.046425994485616684
151552,0.194194957613945
152576,0.13781708478927612
153600,0.020833339542150497
154624,0.04475664347410202
155648,0.34893810749053955
156672,0.06096821278333664
157696,0.02984306775033474
158720,0.030526285991072655
159744,0.46368151903152466
160768,0.06781203299760818
161792,0.08332883566617966
162816,0.04987020045518875
163840,0.36851930618286133
164864,0.03876950591802597
165888,0.03603876009583473
166912,0.0372881218791008
167936,0.39774811267852783
168960,0.03967084363102913
169984,0.027675649151206017
171008,0.03503534942865372
172032,0.3394751250743866
173056,0.03802689537405968
174080,0.03182593733072281
175104,0.03979359567165375
176128,0.41231396794319153
177152,0.03875071182847023
178176,0.03479858487844467
179200,0.03322218731045723
180224,0.34624189138412476
181248,0.0535600371658802
182272,0.0372023843228817
183296,0.03334655985236168
184320,0.349384069442749
185344,0.03765267878770828
186368,0.02841181866824627
187392,0.03235505893826485
188416,0.4628905653953552
189440,0.0374450646340847
190464,0.022757859900593758
191488,0.050129227340221405
192512,0.40764933824539185
193536,0.04385664314031601
194560,0.03035401552915573
195584,0.03333599865436554
196608,0.34716176986694336
197632,0.03548026829957962
198656,0.025352926924824715
199680,0.0663987472653389
200000,0.5231989026069641
201728,0.04949427396059036
202752,0.03164184093475342
203776,0.038094885647296906
204800,0.41145411133766174
205824,0.025677504017949104
206848,0.024605106562376022
207872,0.02479153871536255
208896,0.39538413286209106
209920,0.04225359112024307
210944,0.026807520538568497
211968,0.047404009848833084
212992,0.3221490979194641
214016,0.06295200437307358
215040,0.027172870934009552
216064,0.029391856864094734
217088,0.3883618116378784
218112,0.04031762480735779
219136,0.033915601670742035
220160,0.02837689407169819
221184,0.38545677065849304
222208,0.0390249565243721
223232,0.03285836800932884
224256,0.026123439893126488
225280,0.5003539323806763
226304,0.04037906229496002
227328,0.02948538027703762
228352,0.023792866617441177
229376,0.5419132113456726
230400,0.02442956529557705
231424,0.0210769921541214
232448,0.03609415143728256
233472,0.4081401228904724
234496,0.03346846625208855
235520,0.04957738146185875
236544,0.03643900528550148
237568,0.41835400462150574
238592,0.028171340003609657
239616,0.0493648499250412
240640,0.021630818024277687
241664,0.4482148289680481
242688,0.02659069187939167
243712,0.023429298773407936
244736,0.02149353176355362
245760,0.2605266571044922
246784,0.049866434186697006
247808,0.030224790796637535
248832,0.02178008481860161
249856,0.40504756569862366
250880,0.023386802524328232
251904,0.02968057617545128
252928,0.015874246135354042
253952,0.3551151752471924
254976,0.03389143571257591
256000,0.03314587473869324
257024,0.016526203602552414
258048,0.4274463951587677
259072,0.03127918764948845
260096,0.02996603213250637
261120,0.01772691309452057
262144,0.35653388500213623
263168,0.02999446541070938
264192,0.04055484011769295
265216,0.023314740508794785
266240,0.37831997871398926
267264,0.03534961864352226
268288,0.022588854655623436
269312,0.020517220720648766
270336,0.4362950921058655
271360,0.02331208437681198
272384,0.04527175426483154
273408,0.021515462547540665
274432,0.47253715991973877
275456,0.021836498752236366
276480,0.03150329366326332
277504,0.024339308962225914
278528,0.34478846192359924
279552,0.022841256111860275
280576,0.026804916560649872
281600,0.022648774087429047
282624,0.4548105299472809
283648,0.032506950199604034
284672,0.032056741416454315
285696,0.04192449897527695
286720,0.36458954215049744
287744,0.041029974818229675
288768,0.03542070463299751
289792,0.026096409186720848
290816,0.4066062271595001
291840,0.03486219421029091
