step,train/clip_fraction
2048,0.042724609375
3072,0.074951171875
4096,0.1025390625
5120,0.052734375
6144,0.17626953125
7168,0.22998046875
8192,0.35009765625
9216,0.391845703125
10240,0.2373046875
11264,0.259033203125
12288,0.345947265625
13312,0.07275390625
14336,0.10595703125
15360,0.087158203125
16384,0.12158203125
17408,0.033203125
18432,0.083984375
19456,0.109375
20480,0.078857421875
21504,0.04833984375
22528,0.0576171875
23552,0.021484375
24576,0.1044921875
25600,0.089599609375
26624,0.02880859375
27648,0.023193359375
28672,0.0302734375
29696,0.038330078125
30720,0.07177734375
31744,0.016357421875
32768,0.032470703125
33792,0.037841796875
34816,0.034423828125
35840,0.0205078125
36864,0.02392578125
37888,0.02490234375
38912,0.001220703125
39936,0.01904296875
40960,0.016845703125
41984,0.020751953125
43008,0.021240234375
44032,0.029296875
45056,0.0263671875
46080,0.017333984375
47104,0.0166015625
48128,0.0302734375
49152,0.024169921875
50176,0.04638671875
51200,0.03076171875
52224,0.01171875
53248,0.042724609375
54272,0.0341796875
55296,0.037841796875
56320,0.017333984375
57344,0.03369140625
58368,0.03759765625
59392,0.03369140625
60416,0.013427734375
61440,0.01953125
62464,0.023681640625
63488,0.009033203125
64512,0.009765625
65536,0.017578125
66560,0.024658203125
67584,0.002197265625
68608,0.01953125
69632,0.006103515625
70656,0.018310546875
71680,0.019775390625
72704,0.031005859375
73728,0.012451171875
74752,0.0390625
75776,0.0068359375
76800,0.0166015625
77824,0.0166015625
78848,0.0107421875
79872,0.00830078125
80896,0.007568359375
81920,0.0107421875
82944,0.010009765625
83968,0.007568359375
84992,0.01416015625
86016,0.0107421875
87040,0.012451171875
88064,0.005615234375
89088,0.00341796875
90112,0.003662109375
91136,0.005126953125
92160,0.005859375
93184,0.00439453125
94208,0.001953125
95232,0.008056640625
96256,0.001708984375
97280,0.003173828125
98304,0.002197265625
99328,0.000732421875
100352,0.0078125
101376,0.002197265625
102400,0.00537109375
103424,0.00146484375
104448,0.003662109375
105472,0.00537109375
106496,0.004150390625
107520,0.01171875
108544,0.01171875
109568,0.0185546875
110592,0.010009765625
111616,0.005859375
112640,0.00537109375
113664,0.01123046875
114688,0.003662109375
115712,0.004638671875
116736,0.0029296875
117760,0.00439453125
118784,0.001708984375
