step,time/fps
1024,1102.0
2048,967.0
3072,961.0
4096,942.0
5120,941.0
6144,941.0
7168,933.0
8192,943.0
9216,950.0
10240,955.0
11264,949.0
12288,955.0
13312,958.0
14336,956.0
15360,960.0
16384,965.0
17408,969.0
18432,964.0
19456,968.0
20480,970.0
21504,964.0
22528,967.0
23552,970.0
24576,972.0
25600,971.0
26624,975.0
27648,975.0
28672,973.0
29696,974.0
30720,976.0
31744,976.0
32768,977.0
33792,978.0
34816,979.0
35840,977.0
36864,978.0
37888,979.0
38912,977.0
39936,979.0
40960,981.0
41984,981.0
43008,980.0
44032,980.0
45056,982.0
46080,981.0
47104,983.0
48128,983.0
49152,985.0
50176,984.0
51200,985.0
52224,986.0
53248,986.0
54272,987.0
55296,988.0
56320,990.0
57344,990.0
58368,991.0
59392,991.0
60416,989.0
61440,990.0
62464,990.0
63488,990.0
64512,989.0
65536,989.0
66560,990.0
67584,989.0
68608,990.0
69632,990.0
70656,989.0
71680,989.0
72704,989.0
73728,989.0
74752,989.0
75776,989.0
76800,989.0
77824,988.0
78848,988.0
79872,989.0
80896,988.0
81920,987.0
82944,987.0
83968,987.0
84992,986.0
86016,987.0
87040,988.0
88064,988.0
89088,987.0
90112,988.0
91136,988.0
92160,988.0
93184,988.0
94208,988.0
95232,988.0
96256,988.0
97280,989.0
98304,989.0
99328,988.0
100352,989.0
101376,990.0
102400,989.0
103424,990.0
104448,990.0
105472,990.0
106496,989.0
107520,990.0
108544,990.0
109568,989.0
110592,990.0
111616,990.0
112640,991.0
113664,990.0
114688,991.0
115712,991.0
116736,991.0
117760,991.0
118784,992.0
119808,992.0
120832,991.0
121856,992.0
122880,992.0
123904,992.0
124928,992.0
125952,992.0
126976,991.0
128000,991.0
129024,991.0
130048,991.0
131072,990.0
132096,991.0
133120,992.0
134144,992.0
135168,992.0
136192,992.0
137216,992.0
138240,991.0
139264,991.0
140288,992.0
141312,991.0
142336,992.0
143360,992.0
144384,993.0
145408,992.0
146432,992.0
147456,992.0
148480,992.0
149504,993.0
150528,993.0
151552,994.0
152576,994.0
153600,994.0
154624,994.0
155648,993.0
156672,994.0
157696,994.0
158720,995.0
159744,994.0
160768,995.0
161792,995.0
162816,994.0
163840,995.0
164864,995.0
165888,994.0
166912,994.0
167936,995.0
168960,995.0
169984,995.0
171008,995.0
172032,995.0
173056,995.0
174080,995.0
175104,995.0
176128,995.0
177152,995.0
178176,996.0
179200,996.0
180224,996.0
181248,996.0
182272,996.0
183296,997.0
184320,996.0
185344,997.0
186368,997.0
187392,997.0
188416,997.0
189440,998.0
190464,998.0
191488,998.0
192512,998.0
193536,998.0
194560,997.0
195584,998.0
196608,998.0
197632,997.0
198656,997.0
199680,997.0
200704,941.0
201728,939.0
202752,940.0
203776,940.0
204800,939.0
205824,939.0
206848,940.0
207872,940.0
208896,940.0
209920,940.0
210944,940.0
211968,940.0
212992,940.0
214016,941.0
215040,941.0
216064,941.0
217088,941.0
218112,942.0
219136,942.0
220160,942.0
221184,942.0
222208,943.0
223232,943.0
224256,943.0
225280,944.0
226304,944.0
227328,944.0
228352,945.0
229376,945.0
230400,945.0
231424,945.0
232448,945.0
233472,945.0
234496,946.0
235520,946.0
236544,946.0
237568,946.0
238592,946.0
239616,947.0
240640,947.0
241664,947.0
242688,947.0
243712,947.0
244736,947.0
245760,948.0
246784,948.0
247808,948.0
248832,948.0
249856,949.0
250880,949.0
251904,949.0
252928,949.0
253952,949.0
254976,949.0
256000,950.0
257024,950.0
258048,950.0
259072,950.0
260096,950.0
261120,950.0
262144,950.0
263168,950.0
264192,951.0
265216,950.0
266240,950.0
267264,951.0
268288,951.0
269312,951.0
270336,951.0
271360,951.0
272384,951.0
273408,951.0
274432,952.0
275456,951.0
276480,951.0
277504,952.0
278528,952.0
279552,952.0
280576,952.0
281600,952.0
282624,952.0
283648,952.0
284672,953.0
285696,953.0
286720,952.0
287744,953.0
288768,953.0
289792,953.0
290816,953.0
291840,954.0
292864,954.0
293888,954.0
294912,954.0
295936,954.0
296960,954.0
297984,954.0
299008,954.0
300032,954.0
301056,954.0
302080,954.0
303104,955.0
304128,955.0
305152,955.0
306176,955.0
307200,955.0
308224,955.0
309248,955.0
310272,955.0
311296,955.0
312320,955.0
313344,956.0
314368,955.0
315392,956.0
316416,956.0
317440,956.0
318464,956.0
319488,956.0
320512,956.0
321536,956.0
322560,956.0
323584,956.0
324608,956.0
325632,956.0
326656,956.0
327680,956.0
328704,956.0
329728,957.0
330752,957.0
331776,957.0
332800,957.0
333824,957.0
334848,957.0
335872,957.0
336896,957.0
337920,957.0
338944,957.0
339968,958.0
340992,958.0
342016,958.0
343040,958.0
344064,958.0
345088,959.0
346112,958.0
347136,959.0
348160,959.0
349184,959.0
350208,959.0
351232,959.0
352256,959.0
353280,959.0
354304,959.0
355328,959.0
356352,959.0
357376,959.0
358400,959.0
359424,960.0
360448,959.0
361472,959.0
362496,960.0
363520,959.0
364544,959.0
365568,960.0
366592,960.0
367616,960.0
368640,960.0
369664,960.0
370688,960.0
371712,960.0
372736,960.0
373760,961.0
374784,961.0
375808,961.0
376832,961.0
377856,961.0
378880,961.0
379904,961.0
380928,961.0
381952,961.0
382976,962.0
384000,962.0
385024,961.0
386048,962.0
387072,962.0
388096,962.0
389120,962.0
390144,962.0
391168,962.0
392192,961.0
393216,962.0
394240,962.0
395264,962.0
396288,962.0
397312,962.0
398336,962.0
399360,962.0
400384,936.0
401408,936.0
402432,936.0
403456,936.0
404480,936.0
405504,936.0
406528,936.0
407552,937.0
408576,937.0
409600,937.0
410624,937.0
411648,937.0
412672,937.0
413696,937.0
414720,938.0
415744,938.0
416768,938.0
417792,938.0
418816,938.0
419840,938.0
420864,938.0
421888,939.0
422912,939.0
423936,939.0
424960,939.0
425984,939.0
427008,939.0
428032,939.0
429056,939.0
430080,940.0
431104,940.0
432128,940.0
433152,940.0
434176,940.0
435200,940.0
436224,940.0
437248,941.0
438272,941.0
439296,941.0
440320,941.0
441344,941.0
442368,941.0
443392,941.0
444416,941.0
445440,941.0
446464,941.0
447488,941.0
448512,941.0
449536,941.0
450560,942.0
451584,942.0
452608,942.0
453632,942.0
454656,942.0
455680,942.0
456704,942.0
457728,942.0
458752,942.0
459776,942.0
460800,942.0
461824,943.0
462848,942.0
463872,943.0
464896,943.0
465920,943.0
466944,943.0
467968,943.0
468992,943.0
470016,943.0
471040,944.0
472064,944.0
473088,944.0
474112,944.0
475136,944.0
476160,944.0
477184,944.0
478208,944.0
479232,945.0
480256,945.0
481280,945.0
482304,945.0
483328,945.0
484352,945.0
485376,945.0
486400,945.0
487424,945.0
488448,945.0
489472,945.0
490496,945.0
491520,945.0
492544,945.0
493568,945.0
494592,945.0
495616,945.0
496640,945.0
497664,945.0
498688,945.0
499712,945.0
500736,945.0
501760,945.0
502784,946.0
503808,946.0
504832,946.0
505856,946.0
506880,946.0
507904,946.0
508928,946.0
509952,946.0
510976,946.0
512000,946.0
513024,946.0
514048,947.0
515072,947.0
516096,947.0
517120,947.0
518144,947.0
519168,947.0
520192,947.0
521216,947.0
522240,947.0
523264,947.0
524288,947.0
525312,947.0
526336,947.0
527360,947.0
528384,948.0
529408,948.0
530432,948.0
531456,948.0
532480,948.0
533504,948.0
534528,948.0
535552,948.0
536576,948.0
537600,948.0
538624,948.0
539648,948.0
540672,948.0
541696,948.0
542720,948.0
543744,948.0
544768,949.0
545792,949.0
546816,949.0
547840,949.0
548864,949.0
549888,949.0
550912,949.0
551936,949.0
552960,949.0
553984,949.0
555008,949.0
556032,949.0
557056,950.0
558080,949.0
559104,950.0
560128,950.0
561152,950.0
562176,950.0
563200,950.0
564224,950.0
565248,950.0
566272,950.0
567296,950.0
568320,950.0
569344,950.0
570368,950.0
571392,950.0
572416,950.0
573440,951.0
574464,951.0
575488,950.0
576512,951.0
577536,951.0
578560,951.0
579584,951.0
580608,951.0
581632,951.0
582656,951.0
583680,951.0
584704,951.0
585728,951.0
586752,951.0
587776,951.0
588800,951.0
589824,951.0
590848,951.0
591872,951.0
592896,951.0
593920,952.0
594944,952.0
595968,952.0
596992,952.0
598016,952.0
599040,952.0
600064,934.0
601088,934.0
602112,934.0
603136,934.0
604160,934.0
605184,934.0
606208,934.0
607232,934.0
608256,934.0
609280,934.0
610304,934.0
611328,934.0
612352,935.0
613376,935.0
614400,935.0
615424,935.0
616448,935.0
617472,935.0
618496,935.0
619520,935.0
620544,935.0
621568,935.0
622592,935.0
623616,936.0
624640,936.0
625664,936.0
626688,936.0
627712,936.0
628736,936.0
629760,936.0
630784,936.0
631808,936.0
632832,936.0
633856,936.0
634880,937.0
635904,937.0
636928,937.0
637952,937.0
638976,937.0
640000,937.0
641024,937.0
642048,937.0
643072,937.0
644096,937.0
645120,938.0
646144,938.0
647168,938.0
648192,938.0
649216,938.0
650240,938.0
651264,938.0
652288,938.0
653312,938.0
654336,938.0
655360,938.0
656384,938.0
657408,938.0
658432,938.0
659456,938.0
660480,938.0
661504,938.0
662528,939.0
663552,939.0
664576,939.0
665600,939.0
666624,939.0
667648,939.0
668672,939.0
669696,939.0
670720,939.0
671744,939.0
672768,939.0
673792,939.0
674816,939.0
675840,939.0
676864,940.0
677888,940.0
678912,940.0
679936,940.0
680960,940.0
681984,940.0
683008,940.0
684032,940.0
685056,940.0
686080,940.0
687104,940.0
688128,940.0
689152,940.0
690176,940.0
691200,940.0
692224,940.0
693248,941.0
694272,941.0
695296,941.0
696320,941.0
697344,941.0
698368,941.0
699392,941.0
700416,941.0
701440,941.0
702464,941.0
703488,941.0
704512,941.0
705536,941.0
706560,941.0
707584,941.0
708608,941.0
709632,941.0
710656,942.0
711680,942.0
712704,942.0
713728,942.0
714752,942.0
715776,942.0
716800,942.0
717824,942.0
