step,train/explained_variance
2048,0.005176961421966553
3072,0.0028796792030334473
4096,0.01762986183166504
5120,-0.0026932954788208008
6144,0.0035364627838134766
7168,0.009436070919036865
8192,-0.0007524490356445312
9216,0.025370657444000244
10240,0.014776408672332764
11264,0.034510910511016846
12288,0.053234875202178955
13312,0.09864890575408936
14336,0.11675888299942017
15360,0.21524381637573242
16384,0.2478589415550232
17408,0.3393068313598633
18432,0.44002729654312134
19456,0.516632080078125
20480,0.684751033782959
21504,0.7594717144966125
22528,0.6814621686935425
23552,0.8077902793884277
24576,0.7424193024635315
25600,0.8132020831108093
26624,0.8627324104309082
27648,0.7993589639663696
28672,0.8552654981613159
29696,0.8228849172592163
30720,0.8637607097625732
31744,0.8370081186294556
32768,0.8517706394195557
33792,0.861655592918396
34816,0.8857622742652893
35840,0.8395827412605286
36864,0.8730177283287048
37888,0.9057403802871704
38912,0.9074169993400574
39936,0.8909057378768921
40960,0.896004319190979
41984,0.9226939082145691
43008,0.9169881939888
44032,0.8926116824150085
45056,0.9213533997535706
46080,0.9077313542366028
47104,0.9309633374214172
48128,0.9153507947921753
49152,0.9402405619621277
50176,0.9403075575828552
51200,0.9373965263366699
52224,0.961593747138977
53248,0.9318972826004028
54272,0.9689515233039856
55296,0.9692075848579407
56320,0.9153440594673157
57344,0.9580325484275818
58368,0.9294557571411133
59392,0.9769079089164734
60416,0.9420658946037292
61440,0.9688371419906616
62464,0.9633846879005432
63488,0.9683637022972107
64512,0.9774922132492065
65536,0.9756595492362976
66560,0.9444924592971802
67584,0.9674763679504395
68608,0.9637914896011353
69632,0.9300914406776428
70656,0.9578500390052795
71680,0.9724807739257812
72704,0.973682165145874
73728,0.9744507074356079
74752,0.9691023826599121
75776,0.9560283422470093
76800,0.9745815396308899
77824,0.9836661219596863
78848,0.9616842269897461
79872,0.9607123136520386
80896,0.9465537071228027
81920,0.9497519731521606
82944,0.9678913354873657
83968,0.9696270823478699
84992,0.965010404586792
86016,0.9631699323654175
87040,0.9625113010406494
88064,0.9522297382354736
89088,0.9657267928123474
90112,0.9194235801696777
91136,0.966840922832489
92160,0.9542598128318787
93184,0.9525228142738342
94208,0.9677935242652893
95232,0.9380710124969482
96256,0.9638194441795349
97280,0.9389106631278992
98304,0.963220477104187
99328,0.9570176601409912
100352,0.9670562148094177
101376,0.9638056755065918
102400,0.9559869766235352
103424,0.957329273223877
104448,0.9520171284675598
105472,0.978837788105011
106496,0.9580985903739929
107520,0.9777887463569641
108544,0.9543826580047607
109568,0.9506443738937378
110592,0.9661757349967957
111616,0.9560679793357849
112640,0.9626010060310364
113664,0.8951376676559448
114688,0.982690155506134
115712,0.9508185386657715
116736,0.9636491537094116
117760,0.9395725727081299
118784,0.9032751321792603
119808,0.9647601842880249
120832,0.9598654508590698
121856,0.9794685244560242
122880,0.9398379921913147
123904,0.9513372182846069
124928,0.958687424659729
125952,0.9729849100112915
126976,0.9638020396232605
128000,0.9066053628921509
129024,0.9523057341575623
130048,0.9175184965133667
131072,0.9834808707237244
132096,0.9684125185012817
133120,0.9614318013191223
134144,0.9337838292121887
135168,0.9500536322593689
136192,0.9768030643463135
137216,0.9631316661834717
138240,0.969899594783783
139264,0.9746516942977905
140288,0.9700911641120911
141312,0.9627764225006104
142336,0.9569999575614929
143360,0.9802056550979614
144384,0.9823882579803467
145408,0.9758489727973938
146432,0.973343014717102
147456,0.9685876965522766
148480,0.9673253893852234
149504,0.9600357413291931
150528,0.9798391461372375
151552,0.9138715267181396
152576,0.9751880168914795
153600,0.9582713842391968
154624,0.966346800327301
155648,0.9783564805984497
156672,0.9472198486328125
157696,0.9824828505516052
158720,0.9680660367012024
159744,0.9662656784057617
160768,0.9473788142204285
161792,0.9705737233161926
162816,0.9672276973724365
163840,0.961259663105011
164864,0.979536235332489
165888,0.9813543558120728
166912,0.9783656001091003
167936,0.970856249332428
168960,0.9693692922592163
169984,0.9815464019775391
171008,0.9382287263870239
172032,0.9791755676269531
173056,0.9700681567192078
174080,0.9712666869163513
175104,0.9467759728431702
176128,0.9727221727371216
177152,0.9467886686325073
178176,0.9571980237960815
179200,0.9790074825286865
180224,0.9819197058677673
181248,0.9861391186714172
182272,0.9760001301765442
183296,0.9561241865158081
184320,0.9708939790725708
185344,0.9717268943786621
186368,0.9764606356620789
187392,0.9525179862976074
188416,0.9749125242233276
189440,0.9553780555725098
190464,0.9714502096176147
191488,0.9425927400588989
192512,0.9506449103355408
193536,0.9730269312858582
194560,0.9577823281288147
195584,0.9593632817268372
196608,0.9629738330841064
197632,0.9373304843902588
198656,0.9623684287071228
199680,0.9569863080978394
200000,0.9845251441001892
201728,0.9755147695541382
202752,0.9316222071647644
203776,0.9504637122154236
204800,0.9370390176773071
205824,0.9801949858665466
206848,0.966286301612854
207872,0.9208728075027466
208896,0.9669515490531921
209920,0.9764036536216736
210944,0.9689614772796631
211968,0.956845760345459
212992,0.9713000655174255
214016,0.9626210927963257
215040,0.9611793160438538
216064,0.9662563800811768
217088,0.9729881286621094
218112,0.9873238205909729
219136,0.9332188367843628
220160,0.9776087403297424
221184,0.9733569025993347
222208,0.9708322286605835
